"","Percentiles","Year","Networth","Pre-Tax and Post-Transfer","Post-Tax","Post-Tax and Post-Transfer"
"363",0.65,1998,212170.09151,212586.512763483,212170.09151,212586.512763483
"364",0.66,1998,222865.09983,223371.402533707,222865.09983,223371.402533707
"365",0.67,1998,233465.74043,233791.541190224,233465.74043,233791.541190224
"366",0.68,1998,244538.21963,244667.790486741,244538.21963,244667.790486741
"367",0.69,1998,255107.40433,255625.687756965,255107.40433,255625.687756965
"368",0.7,1998,264968.83111,265487.114536965,264968.83111,265487.114536965
"369",0.71,1998,278070.21631,278458.928880224,278070.21631,278458.928880224
"370",0.72,1998,290495.2995,290754.441213483,290495.2995,290754.441213483
"371",0.73,1998,302763.10316,303108.379096965,302763.10316,303108.379096965
"372",0.74,1998,315660.02496,315919.166673483,315660.02496,315919.166673483
"373",0.75,1998,328745.6822,329232.509716965,328745.6822,329232.509716965
"374",0.76,1998,343970.3411,344229.482813483,343970.3411,344229.482813483
"375",0.77,1998,360170.13311,360452.497236965,360170.13311,360452.497236965
"376",0.78,1998,384076.6223,384594.905726965,384076.6223,384594.905726965
"377",0.79,1998,408926.78869,409268.317400224,408926.78869,409268.317400224
"378",0.8,1998,430631.36439,430890.506103483,430631.36439,430890.506103483
"379",0.81,1998,446988.43594,447349.439836965,446988.43594,447349.439836965
"380",0.82,1998,477186.10649,477315.677346741,477186.10649,477315.677346741
"381",0.83,1998,504096.63478,504614.918206965,504096.63478,504614.918206965
"382",0.84,1998,533020.3411,533279.482813483,533020.3411,533279.482813483
"383",0.85,1998,560213.97255,560732.255976965,560213.97255,560732.255976965
"384",0.86,1998,592393.36522,592782.077790224,592393.36522,592782.077790224
"385",0.87,1998,629904.53411,630163.675823483,629904.53411,630163.675823483
"386",0.88,1998,670482.65391,670820.435393483,670482.65391,670820.435393483
"387",0.89,1998,716329.6381,716588.779813483,716329.6381,716588.779813483
"388",0.9,1998,776174.50083,776563.213400224,776174.50083,776563.213400224
"389",0.91,1998,849938.60233,850586.456613707,849938.60233,850586.456613707
"390",0.92,1998,922444.46755,922962.750976965,922444.46755,922962.750976965
"391",0.93,1998,1038674.0433,1039062.75587022,1038674.0433,1039062.75587022
"392",0.94,1998,1185101.2895,1185360.43121348,1185101.2895,1185360.43121348
"393",0.95,1998,1416774.0433,1416903.61415674,1416774.0433,1416903.61415674
"394",0.96,1998,1695473.3777,1695732.51941348,1695473.3777,1695732.51941348
"395",0.97,1998,2096221.6306,2096480.77231348,2096221.6306,2096480.77231348
"396",0.98,1998,3167059.3386,3167318.48031348,3167059.3386,3167318.48031348
"397",0.99,1998,5979453.3278,5979842.04037022,5979453.3278,5979842.04037022
"398",0.01,2001,-31050.99312,-30796.311092867,-31050.99312,-30796.311092867
"399",0.02,2001,-17099.7097,-16770.1761764335,-17099.7097,-16770.1761764335
"400",0.03,2001,-9604.144385,-9201.15636360089,-9604.144385,-9201.15636360089
"401",0.04,2001,-5242.563025,-4860.53998430044,-5242.563025,-4860.53998430044
"402",0.05,2001,-2238.559969,-1966.79573243348,-2238.559969,-1966.79573243348
"403",0.06,2001,-722.1161192,-492.234616733481,-722.1161192,-492.234616733481
"404",0.07,2001,0,127.341013566519,0,127.341013566519
"405",0.08,2001,0,211.355059983038,0,211.355059983038
"406",0.09,2001,0,326.893639050038,0,326.893639050038
"407",0.1,2001,144.42322383,509.364054266077,144.42322383,509.364054266077
"408",0.11,2001,577.69289534,849.457132736519,577.69289534,849.457132736519
"409",0.12,2001,1270.9243697,1470.47699526652,1270.9243697,1470.47699526652
"410",0.13,2001,2166.3483575,2548.37139819956,2166.3483575,2548.37139819956
"411",0.14,2001,3032.8877005,3302.01205003304,3032.8877005,3302.01205003304
"412",0.15,2001,3899.4270435,4154.10907063304,3899.4270435,4154.10907063304
"413",0.16,2001,4765.9663866,5041.6133948326,4765.9663866,5041.6133948326
"414",0.17,2001,5776.9289534,6063.13551316652,5776.9289534,6063.13551316652
"415",0.18,2001,7047.8533231,7344.66666179956,7047.8533231,7344.66666179956
"416",0.19,2001,8377.9912147,8758.57002309956,8377.9912147,8758.57002309956
"417",0.2,2001,9820.7792208,10240.8494528326,9820.7792208,10240.8494528326
"418",0.21,2001,11770.492743,12075.0243958326,11770.492743,12075.0243958326
"419",0.22,2001,12998.090145,13240.9697375665,12998.090145,13240.9697375665
"420",0.23,2001,14630.072574,14946.4066623991,14630.072574,14946.4066623991
"421",0.24,2001,16579.786096,16950.006702133,16579.786096,16950.006702133
"422",0.25,2001,18515.057296,18822.2288362661,18515.057296,18822.2288362661
"423",0.26,2001,21374.637128,21718.6129765665,21374.637128,21718.6129765665
"424",0.27,2001,23974.255157,24370.7205196996,23974.255157,24370.7205196996
"425",0.28,2001,26588.315508,27100.3194496996,26588.315508,27100.3194496996
"426",0.29,2001,30328.877005,30600.6412425665,30328.877005,30600.6412425665
"427",0.3,2001,33361.764706,33760.869957133,33361.764706,33760.869957133
"428",0.31,2001,36481.306341,36691.2643955322,36481.306341,36691.2643955322
"429",0.32,2001,39933.02139,40204.7856275665,39933.02139,40204.7856275665
"430",0.33,2001,43471.390374,43853.4134146996,43471.390374,43853.4134146996
"431",0.34,2001,46937.547746,47192.229773133,46937.547746,47192.229773133
"432",0.35,2001,49667.146677,50047.9740622661,49667.146677,50047.9740622661
"433",0.36,2001,53147.746371,53512.6872012661,53147.746371,53512.6872012661
"434",0.37,2001,57047.173415,57590.701889133,57047.173415,57590.701889133
"435",0.38,2001,60946.600458,61383.7529002661,60946.600458,61383.7529002661
"436",0.39,2001,66478.009931,66732.691958133,66478.009931,66732.691958133
"437",0.4,2001,71778.342246,72160.3652866996,71778.342246,72160.3652866996
"438",0.41,2001,75605.557678,75932.451317133,75605.557678,75932.451317133
"439",0.42,2001,80299.312452,80681.3354926996,80299.312452,80681.3354926996
"440",0.43,2001,85166.375095,85524.7932675665,85166.375095,85524.7932675665
"441",0.44,2001,90697.784568,91036.4806416996,90697.784568,91036.4806416996
"442",0.45,2001,98092.253629,98462.474235133,98092.253629,98462.474235133
"443",0.46,2001,103623.6631,103901.949994266,103623.6631,103901.949994266
"444",0.47,2001,108245.20626,108444.758893567,108245.20626,108444.758893567
"445",0.48,2001,112072.4217,112437.362524266,112072.4217,112437.362524266
"446",0.49,2001,118138.1971,118479.533057133,118138.1971,118479.533057133
"447",0.5,2001,125272.70435,125594.318214266,125272.70435,125594.318214266
"448",0.51,2001,132869.36593,133441.779047133,132869.36593,133441.779047133
"449",0.52,2001,139845.00764,140217.868133567,139845.00764,140217.868133567
"450",0.53,2001,145723.03285,145977.714877133,145723.03285,145977.714877133
"451",0.54,2001,151211.11536,151566.893637133,151211.11536,151566.893637133
"452",0.55,2001,159154.39267,159302.698664266,159154.39267,159302.698664266
"453",0.56,2001,167025.45837,167407.4814107,167025.45837,167407.4814107
"454",0.57,2001,173928.88846,174429.089967133,173928.88846,174429.089967133
"455",0.58,2001,182117.68526,182533.872713567,182117.68526,182533.872713567
"456",0.59,2001,192516.15737,192787.921613567,192516.15737,192787.921613567
"457",0.6,2001,201398.18564,201763.126464266,201398.18564,201763.126464266
"458",0.61,2001,211435.59969,211562.940703567,211435.59969,211562.940703567
"459",0.62,2001,221834.07181,222088.753837133,221834.07181,222088.753837133
"460",0.63,2001,232868.00611,233122.688137133,232868.00611,233122.688137133
"461",0.64,2001,245505.0382,245887.0612407,245505.0382,245887.0612407
"462",0.65,2001,256495.64553,256894.750777133,256495.64553,256894.750777133
"463",0.66,2001,269349.31245,269476.653463567,269349.31245,269476.653463567
"464",0.67,2001,284253.78915,284624.009757133,284253.78915,284624.009757133
"465",0.68,2001,294767.79985,294990.9573407,294767.79985,294990.9573407
"466",0.69,2001,313109.54927,313525.736733567,313109.54927,313525.736733567
"467",0.7,2001,330729.18258,330983.864607133,330729.18258,330983.864607133
"468",0.71,2001,346615.7372,346870.419227133,346615.7372,346870.419227133
"469",0.72,2001,362646.71505,362901.397077133,362646.71505,362901.397077133
"470",0.73,2001,376366.92131,376797.551093567,376366.92131,376797.551093567
"471",0.74,2001,391242.51337,391497.195397133,391242.51337,391497.195397133
"472",0.75,2001,416357.71199,416485.053003567,416357.71199,416485.053003567
"473",0.76,2001,434858.32697,435113.008997133,434858.32697,435113.008997133
"474",0.77,2001,453604.46142,453743.604867133,453604.46142,453743.604867133
"475",0.78,2001,481073.75859,481328.440617133,481073.75859,481328.440617133
"476",0.79,2001,513568.98396,514205.689027833,513568.98396,514205.689027833
"477",0.8,2001,548562.73109,548802.970797133,548562.73109,548802.970797133
"478",0.81,2001,575093.27731,575292.829933567,575093.27731,575292.829933567
"479",0.82,2001,604988.88464,605243.566667133,604988.88464,605243.566667133
"480",0.83,2001,638061.8029,638316.484927133,638061.8029,638316.484927133
"481",0.84,2001,674889.72498,675144.407007133,674889.72498,675144.407007133
"482",0.85,2001,715617.0741,715871.756127133,715617.0741,715871.756127133
"483",0.86,2001,772880.88235,773245.823184266,772880.88235,773245.823184266
"484",0.87,2001,823284.58747,823755.904337133,823284.58747,823755.904337133
"485",0.88,2001,876244.58365,876499.265677133,876244.58365,876499.265677133
"486",0.89,2001,950839.17876,951406.312104266,950839.17876,951406.312104266
"487",0.9,2001,1076617.3644,1076872.04642713,1076617.3644,1076872.04642713
"488",0.91,2001,1185700.2254,1185954.90742713,1185700.2254,1185954.90742713
"489",0.92,2001,1298075.9358,1298475.04112713,1298075.9358,1298475.04112713
"490",0.93,2001,1446831.8564,1447086.53842713,1446831.8564,1447086.53842713
"491",0.94,2001,1626407.6929,1626662.37492713,1626407.6929,1626662.37492713
"492",0.95,2001,1901765.0115,1902401.71656783,1901765.0115,1902401.71656783
"493",0.96,2001,2232205.3476,2232714.71165427,2232205.3476,2232714.71165427
"494",0.97,2001,2972374.3697,2973011.07476783,2972374.3697,2973011.07476783
"495",0.98,2001,4650052.3071,4650306.98912713,4650052.3071,4650306.98912713
"496",0.99,2001,8470422.0779,8470931.44195427,8470422.0779,8470931.44195427
"497",0.01,2004,-34949.50878,-34321.1522635731,-34949.50878,-34321.1522635731
"498",0.02,2004,-18572.85766,-18415.7685308933,-18572.85766,-18415.7685308933
"499",0.03,2004,-11794.44245,-11480.2641917866,-11794.44245,-11480.2641917866
"500",0.04,2004,-7429.143062,-7028.03098589328,-7429.143062,-7028.03098589328
"501",0.05,2004,-3687.45787,-3386.83644278655,-3687.45787,-3386.83644278655
"502",0.06,2004,-1586.149157,-1205.37232689328,-1586.149157,-1205.37232689328
"503",0.07,2004,-230.4661169,80.8306716201714,-230.4661169,80.8306716201714
"504",0.08,2004,0,251.986941942724,0,251.986941942724
"505",0.09,2004,1.3556830405,463.303392673448,1.3556830405,463.303392673448
"506",0.1,2004,271.1366081,747.996831183448,271.1366081,747.996831183448
"507",0.11,2004,1220.1147365,1512.77216960672,1220.1147365,1512.77216960672
"508",0.12,2004,2033.5245608,2326.18199390672,2033.5245608,2326.18199390672
"509",0.13,2004,2575.797777,2911.49686022017,2575.797777,2911.49686022017
"510",0.14,2004,3145.184654,3540.70389461345,3145.184654,3540.70389461345
"511",0.15,2004,3795.9125134,4110.09077161345,3795.9125134,4110.09077161345
"512",0.16,2004,4473.7540337,4830.9739420269,4473.7540337,4830.9739420269
"513",0.17,2004,5395.6185013,5769.61691680672,5395.6185013,5769.61691680672
"514",0.18,2004,6371.7102904,6796.71435072689,6371.7102904,6796.71435072689
"515",0.19,2004,7388.4725708,7767.21330423362,7388.4725708,7767.21330423362
"516",0.2,2004,8771.2692721,9104.59719650672,8771.2692721,9104.59719650672
"517",0.21,2004,10425.202582,10728.1951684269,10425.202582,10728.1951684269
"518",0.22,2004,12065.579061,12493.8047981067,12065.579061,12493.8047981067
"519",0.23,2004,13895.751165,14299.2344003202,13895.751165,14299.2344003202
"520",0.24,2004,15861.491574,16243.4539842134,15861.491574,16243.4539842134
"521",0.25,2004,17962.800287,18341.5410205336,17962.800287,18341.5410205336
"522",0.26,2004,19657.404087,20285.7606034269,19657.404087,20285.7606034269
"523",0.27,2004,22056.963069,22501.1167953202,22056.963069,22501.1167953202
"524",0.28,2004,24808.999641,25258.7462042134,24808.999641,25258.7462042134
"525",0.29,2004,28130.423091,28512.3855012134,28130.423091,28512.3855012134
"526",0.3,2004,31722.983148,32218.9930371067,31722.983148,32218.9930371067
"527",0.31,2004,35790.03227,36164.0306851067,35790.03227,36164.0306851067
"528",0.32,2004,38799.64862,39197.5390194269,38799.64862,39197.5390194269
"529",0.33,2004,43198.840086,43538.9464261067,43198.840086,43538.9464261067
"530",0.34,2004,46906.633202,47470.4272431067,46906.633202,47470.4272431067
"531",0.35,2004,51109.250627,51596.4460045336,51109.250627,51596.4460045336
"532",0.36,2004,54078.196486,54448.9732244269,54078.196486,54448.9732244269
"533",0.37,2004,57738.540696,58079.8326142134,57738.540696,58079.8326142134
"534",0.38,2004,61073.520975,61591.0516892134,61073.520975,61591.0516892134
"535",0.39,2004,64706.751524,65348.6648704269,64706.751524,65348.6648704269
"536",0.4,2004,71174.71531,71488.8935682134,71174.71531,71488.8935682134
"537",0.41,2004,76189.386877,76530.6787962134,76189.386877,76530.6787962134
"538",0.42,2004,80568.243098,81045.1033212134,80568.243098,81045.1033212134
"539",0.43,2004,85882.520617,86115.3578922134,85882.520617,86115.3578922134
"540",0.44,2004,91156.127644,91640.9518623202,91156.127644,91640.9518623202
"541",0.45,2004,96117.927573,96383.4713451067,96117.927573,96383.4713451067
"542",0.46,2004,102625.20617,103346.089338213,102625.20617,103346.089338213
"543",0.47,2004,108996.91646,109355.492046427,108996.91646,109355.492046427
"544",0.48,2004,114284.08032,114508.953599107,114284.08032,114508.953599107
"545",0.49,2004,119706.81248,120107.07403464,119706.81248,120107.07403464
"546",0.5,2004,126214.09107,126528.269328213,126214.09107,126528.269328213
"547",0.51,2004,133670.34779,134098.573529107,133670.34779,134098.573529107
"548",0.52,2004,140909.69523,141237.430318213,140909.69523,141237.430318213
"549",0.53,2004,148719.78523,149033.963488213,148719.78523,149033.963488213
"550",0.54,2004,158750.48404,159043.141479107,158750.48404,159043.141479107
"551",0.55,2004,168646.97024,168804.059369107,168646.97024,168804.059369107
"552",0.56,2004,177526.69416,177683.783289107,177526.69416,177683.783289107
"553",0.57,2004,184996.50771,185551.487235534,184996.50771,185551.487235534
"554",0.58,2004,195719.96056,195960.76182732,195719.96056,195960.76182732
"555",0.59,2004,203352.45608,203780.681819107,203352.45608,203780.681819107
"556",0.6,2004,209859.73467,210287.960409107,209859.73467,210287.960409107
"557",0.61,2004,216773.71818,217161.273429107,216773.71818,217161.273429107
"558",0.62,2004,226534.63607,226938.11930732,226534.63607,226938.11930732
"559",0.63,2004,236309.11079,236960.343815534,236309.11079,236960.343815534
"560",0.64,2004,250394.65758,250551.746709107,250394.65758,250551.746709107
"561",0.65,2004,263273.64647,263430.735599107,263273.64647,263430.735599107
"562",0.66,2004,277779.455,278072.112439107,277779.455,278072.112439107
"563",0.67,2004,294942.40229,295256.580548213,294942.40229,295256.580548213
"564",0.68,2004,309095.73324,309417.87548732,309095.73324,309417.87548732
"565",0.69,2004,321703.58551,322131.811249107,321703.58551,322131.811249107
"566",0.7,2004,340696.70491,341218.97794464,340696.70491,341218.97794464
"567",0.71,2004,353899.70204,354528.058556427,353899.70204,354528.058556427
"568",0.72,2004,378655.83005,379071.854639107,378655.83005,379071.854639107
"569",0.73,2004,400400.98602,400600.101319107,400400.98602,400600.101319107
"570",0.74,2004,423650.95016,423808.039289107,423650.95016,423808.039289107
"571",0.75,2004,446277.30011,446829.90847732,446277.30011,446829.90847732
"572",0.76,2004,469744.17354,470039.20212732,469744.17354,470039.20212732
"573",0.77,2004,491841.8071,492177.50618732,491841.8071,492177.50618732
"574",0.78,2004,516921.94335,517393.21073732,516921.94335,517393.21073732
"575",0.79,2004,553525.38544,554110.700308213,553525.38544,554110.700308213
"576",0.8,2004,591484.51058,591798.688838213,591484.51058,591798.688838213
"577",0.81,2004,631477.16027,632062.475138213,631477.16027,632062.475138213
"578",0.82,2004,671496.92363,671811.101888213,671496.92363,671811.101888213
"579",0.83,2004,713495.98422,713810.162478213,713495.98422,713810.162478213
"580",0.84,2004,754032.26282,754346.441078213,754032.26282,754346.441078213
"581",0.85,2004,802157.65507,802450.312509107,802157.65507,802450.312509107
"582",0.86,2004,844251.61348,844565.791738214,844251.61348,844565.791738214
"583",0.87,2004,903698.31481,904012.493068213,903698.31481,904012.493068213
"584",0.88,2004,977989.74543,978303.923688213,977989.74543,978303.923688213
"585",0.89,2004,1054450.2689,1054607.35802911,1054450.2689,1054607.35802911
"586",0.9,2004,1131724.2022,1132038.38045821,1131724.2022,1132038.38045821
"587",0.91,2004,1256650.3944,1256807.48352911,1256650.3944,1256807.48352911
"588",0.92,2004,1366528.5048,1366685.59392911,1366528.5048,1366685.59392911
"589",0.93,2004,1506543.4493,1507014.71668732,1506543.4493,1507014.71668732
"590",0.94,2004,1672750.19,1672934.39282911,1672750.19,1672934.39282911
"591",0.95,2004,1937948.9064,1938263.08465821,1937948.9064,1938263.08465821
"592",0.96,2004,2417182.8612,2417339.95032911,2417182.8612,2417339.95032911
"593",0.97,2004,2978706.7766,2979335.13311643,2978706.7766,2979335.13311643
"594",0.98,2004,4485412.9079,4486041.26441643,4485412.9079,4486041.26441643
"595",0.99,2004,8616721.4055,8617035.58375821,8616721.4055,8617035.58375821
"596",0.01,2007,-38587.67875,-38198.3768909561,-38587.67875,-38198.3768909561
"597",0.02,2007,-23206.92132,-22699.8879519122,-23206.92132,-22699.8879519122
"598",0.03,2007,-13257.57101,-13013.543650478,-13257.57101,-13013.543650478
"599",0.04,2007,-8764.31603,-8393.06784591217,-8764.31603,-8393.06784591217
"600",0.05,2007,-5678.289259,-5288.98739995608,-5678.289259,-5288.98739995608
"601",0.06,2007,-2431.789096,-1865.88998139021,-2431.789096,-1865.88998139021
"602",0.07,2007,-950.4962455,-261.156060390211,-950.4962455,-261.156060390211
"603",0.08,2007,0,194.650929521958,0,194.650929521958
"604",0.09,2007,0,389.301859043916,0,389.301859043916
"605",0.1,2007,37.032321254,583.952788565874,37.032321254,583.952788565874
"606",0.11,2007,382.66731962,973.25464760979,382.66731962,973.25464760979
"607",0.12,2007,1172.690173,1642.69121400783,1172.690173,1642.69121400783
"608",0.13,2007,1975.0571335,2441.74090476587,1975.0571335,2441.74090476587
"609",0.14,2007,2740.3917728,3228.44648844392,2740.3917728,3228.44648844392
"610",0.15,2007,3703.2321254,4067.84577024392,3703.2321254,4067.84577024392
"611",0.16,2007,4641.3842638,5170.25105630979,4641.3842638,5170.25105630979
"612",0.17,2007,5715.3215802,6157.77962310979,5715.3215802,6157.77962310979
"613",0.18,2007,6789.2588965,7203.24896974392,6789.2588965,7203.24896974392
"614",0.19,2007,7838.5079987,8289.53039314392,7838.5079987,8289.53039314392
"615",0.2,2007,9048.230493,9481.19921268783,9048.230493,9481.19921268783
"616",0.21,2007,10122.167809,10545.6472057659,10122.167809,10545.6472057659
"617",0.22,2007,12097.224943,12795.1294790439,12097.224943,12795.1294790439
"618",0.23,2007,13887.12047,14266.933005522,13887.12047,14266.933005522
"619",0.24,2007,15528.886712,16118.549068522,15528.886712,16118.549068522
"620",0.25,2007,17466.911525,17846.724060522,17466.911525,17846.724060522
"621",0.26,2007,20046.829905,20633.6374780439,20046.829905,20633.6374780439
"622",0.27,2007,22997.071499,23349.3410360439,22997.071499,23349.3410360439
"623",0.28,2007,25552.301665,25944.458307522,25552.301665,25944.458307522
"624",0.29,2007,29255.53379,29521.3945790439,29255.53379,29521.3945790439
"625",0.3,2007,32773.60431,33424.987201522,32773.60431,33424.987201522
"626",0.31,2007,36513.868756,36927.8588290439,36513.868756,36927.8588290439
"627",0.32,2007,40463.983023,40880.827880522,40463.983023,40880.827880522
"628",0.33,2007,44810.343128,45210.7546830439,44810.343128,45210.7546830439
"629",0.34,2007,49376.428338,49765.7301970439,49376.428338,49765.7301970439
"630",0.35,2007,53931.403852,54447.001566522,53931.403852,54447.001566522
"631",0.36,2007,59659.06954,60270.5653260439,59659.06954,60270.5653260439
"632",0.37,2007,64460.927196,64779.019195522,64460.927196,64779.019195522
"633",0.38,2007,69509.666993,70029.0444620878,69509.666993,70029.0444620878
"634",0.39,2007,74434.96572,74753.057720522,74434.96572,74753.057720522
"635",0.4,2007,80131.771139,80431.346979522,80131.771139,80431.346979522
"636",0.41,2007,86161.86745,86492.303557522,86161.86745,86492.303557522
"637",0.42,2007,91593.274567,92248.4372150878,91593.274567,92248.4372150878
"638",0.43,2007,96938.272935,97713.096897522,96938.272935,97713.096897522
"639",0.44,2007,105418.6745,106054.858499044,105418.6745,106054.858499044
"640",0.45,2007,112035.1159,112245.890688088,112035.1159,112245.890688088
"641",0.46,2007,118997.1923,119581.145088566,118997.1923,119581.145088566
"642",0.47,2007,125416.12798,125857.661049522,125416.12798,125857.661049522
"643",0.48,2007,132205.38688,132628.866268566,132205.38688,132628.866268566
"644",0.49,2007,140043.89487,140618.358339044,140043.89487,140618.358339044
"645",0.5,2007,149363.69572,149676.078158566,149363.69572,149676.078158566
"646",0.51,2007,158498.33497,159400.379758088,158498.33497,159400.379758088
"647",0.52,2007,165411.03493,165729.126929522,165411.03493,165729.126929522
"648",0.53,2007,174101.28632,174685.239108566,174101.28632,174685.239108566
"649",0.54,2007,181408.99771,181798.299569044,181408.99771,181798.299569044
"650",0.55,2007,192074.30624,192587.049169044,192074.30624,192587.049169044
"651",0.56,2007,201480.51583,202043.869599044,201480.51583,202043.869599044
"652",0.57,2007,211492.82109,211859.055109522,211492.82109,211859.055109522
"653",0.58,2007,222193.92752,222512.019519522,222193.92752,222512.019519522
"654",0.59,2007,233846.76461,234462.04014761,233846.76461,234462.04014761
"655",0.6,2007,244289.8792,245049.504279044,244289.8792,245049.504279044
"656",0.61,2007,257004.3095,257198.960429522,257004.3095,257198.960429522
"657",0.62,2007,266632.71303,266898.573819044,266632.71303,266898.573819044
"658",0.63,2007,278359.61476,279171.471039522,278359.61476,279171.471039522
"659",0.64,2007,290827.16291,291315.217629044,290827.16291,291315.217629044
"660",0.65,2007,300936.98661,301326.288469044,300936.98661,301326.288469044
"661",0.66,2007,311565.26281,312040.973419044,311565.26281,312040.973419044
"662",0.67,2007,324279.69311,324730.715509044,324279.69311,324730.715509044
"663",0.68,2007,341586.13124,341975.433099044,341586.13124,341975.433099044
"664",0.69,2007,354893.07868,355087.729609522,354893.07868,355087.729609522
"665",0.7,2007,370693.53575,371329.719749044,370693.53575,371329.719749044
"666",0.71,2007,386086.63728,386636.412539044,386086.63728,386636.412539044
"667",0.72,2007,402664.7731,403248.725888566,402664.7731,403248.725888566
"668",0.73,2007,416983.93732,417762.541038088,416983.93732,417762.541038088
"669",0.74,2007,438833.00686,439222.308719044,438833.00686,439222.308719044
"670",0.75,2007,460126.59158,460717.17890761,460126.59158,460717.17890761
"671",0.76,2007,479901.85113,480603.53541761,479901.85113,480603.53541761
"672",0.77,2007,506849.03689,507537.452109522,506849.03689,507537.452109522
"673",0.78,2007,541906.30101,542295.602869044,541906.30101,542295.602869044
"674",0.79,2007,572519.68658,573084.660719522,572519.68658,573084.660719522
"675",0.8,2007,613378.68103,614138.306099044,613378.68103,614138.306099044
"676",0.81,2007,649793.79693,650183.098789044,649793.79693,650183.098789044
"677",0.82,2007,693738.81815,693933.469079522,693738.81815,693933.469079522
"678",0.83,2007,721513.05909,722097.011878566,721513.05909,722097.011878566
"679",0.84,2007,765828.40353,766023.054459522,765828.40353,766023.054459522
"680",0.85,2007,809403.10153,810252.91510761,809403.10153,810252.91510761
"681",0.86,2007,851311.34509,851895.297878566,851311.34509,851895.297878566
"682",0.87,2007,905958.70715,906375.552009522,905958.70715,906375.552009522
"683",0.88,2007,963580.99902,963846.859809044,963580.99902,963846.859809044
"684",0.89,2007,1027832.0764,1028653.42195904,1027832.0764,1028653.42195904
"685",0.9,2007,1123684.0679,1124073.36975904,1123684.0679,1124073.36975904
"686",0.91,2007,1235398.237,1235787.53885904,1235398.237,1235787.53885904
"687",0.92,2007,1359803.3826,1359998.03352952,1359803.3826,1359998.03352952
"688",0.93,2007,1485119.5233,1485898.12701809,1485119.5233,1485898.12701809
"689",0.94,2007,1846554.9788,1846944.28065904,1846554.9788,1846944.28065904
"690",0.95,2007,2345590.1959,2346174.14868857,2345590.1959,2346174.14868857
"691",0.96,2007,2944933.6272,2945906.88184761,2944933.6272,2945906.88184761
"692",0.97,2007,3930363.6957,3930784.32031809,3930363.6957,3930784.32031809
"693",0.98,2007,5725814.0712,5726345.79271809,5725814.0712,5726345.79271809
"694",0.99,2007,10337621.854,10338205.8067886,10337621.854,10338205.8067886
"695",0.01,2010,-94140.89093,-93977.4780937558,-94140.89093,-93977.4780937558
"696",0.02,2010,-60656.24182,-60329.4161475116,-60656.24182,-60329.4161475116
"697",0.03,2010,-40413.92957,-40132.6918737558,-40413.92957,-40132.6918737558
"698",0.04,2010,-28737.4852,-28095.6163350232,-28737.4852,-28095.6163350232
"699",0.05,2010,-18145.0296,-17628.1421637558,-18145.0296,-17628.1421637558
"700",0.06,2010,-12666.17326,-12268.6526675116,-12666.17326,-12268.6526675116
"701",0.07,2010,-8459.825491,-7847.49990875579,-8459.825491,-7847.49990875579
"702",0.08,2010,-5302.11904,-4919.46489102315,-5302.11904,-4919.46489102315
"703",0.09,2010,-3075.229043,-2748.40337051157,-3075.229043,-2748.40337051157
"704",0.1,2010,-1178.248676,-770.487574267363,-1178.248676,-770.487574267363
"705",0.11,2010,-70.69492054,163.412836244212,-70.69492054,163.412836244212
"706",0.12,2010,0,198.760296512212,0,198.760296512212
"707",0.13,2010,0,328.003921164025,0,328.003921164025
"708",0.14,2010,141.38984107,609.241624972638,141.38984107,609.241624972638
"709",0.15,2010,824.77407292,1143.88985370949,824.77407292,1143.88985370949
"710",0.16,2010,1567.0707385,1907.22087614421,1567.0707385,1907.22087614421
"711",0.17,2010,2356.4973512,2755.55992254421,2356.4973512,2755.55992254421
"712",0.18,2010,3418.0994079,3743.74683168843,3418.0994079,3743.74683168843
"713",0.19,2010,4123.8703646,4509.60847088842,4123.8703646,4509.60847088842
"714",0.2,2010,5066.4693051,5497.79538003264,5066.4693051,5497.79538003264
"715",0.21,2010,5967.8295419,6354.83295652106,5967.8295419,6354.83295652106
"716",0.22,2010,6774.9298847,7160.66799098843,6774.9298847,7160.66799098843
"717",0.23,2010,7611.4864444,7951.63658194421,7611.4864444,7951.63658194421
"718",0.24,2010,8660.1277657,9000.27790324421,8660.1277657,9000.27790324421
"719",0.25,2010,9803.028981,10271.2444945884,9803.028981,10271.2444945884
"720",0.26,2010,11081.428794,11520.1880904884,11081.428794,11520.1880904884
"721",0.27,2010,12348.04612,12770.6736652442,12348.04612,12770.6736652442
"722",0.28,2010,13903.334372,14302.3969432442,13903.334372,14302.3969432442
"723",0.29,2010,15552.882518,15970.8841279768,15552.882518,15970.8841279768
"724",0.3,2010,17320.255531,17731.1005892442,17320.255531,17731.1005892442
"725",0.31,2010,19087.628545,19486.6911162442,19087.628545,19486.6911162442
"726",0.32,2010,21326.301028,21607.5387322442,21326.301028,21607.5387322442
"727",0.33,2010,23918.448115,24408.6866237326,23918.448115,24408.6866237326
"728",0.34,2010,27688.843877,28134.6726654884,27688.843877,28134.6726654884
"729",0.35,2010,30199.691804,30662.1031342211,30199.691804,30662.1031342211
"730",0.36,2010,33591.869741,33918.6954134884,33591.869741,33918.6954134884
"731",0.37,2010,36237.038018,36616.8848804884,36237.038018,36616.8848804884
"732",0.38,2010,40178.279838,40577.3424092442,40178.279838,40577.3424092442
"733",0.39,2010,43583.41851,43901.1819232442,43583.41851,43901.1819232442
"734",0.4,2010,46776.472421,47285.6499684653,46776.472421,47285.6499684653
