"","Percentiles","Year","Networth","Pre-Tax and Post-Transfer","Post-Tax","Post-Tax and Post-Transfer"
"38",0.37,1989,40972.43556,41113.4943567562,40972.43556,41113.4943567562
"39",0.38,1989,43955.865334,44118.6457355124,43955.865334,44118.6457355124
"40",0.39,1989,47933.771699,48015.1618997562,47933.771699,48015.1618997562
"41",0.4,1989,51135.986323,51356.6032467562,51135.986323,51356.6032467562
"42",0.41,1989,54656.433456,54958.4405805124,54656.433456,54958.4405805124
"43",0.42,1989,60185.723304,60346.6716317562,60185.723304,60346.6716317562
"44",0.43,1989,64601.199369,64682.5895697562,64601.199369,64682.5895697562
"45",0.44,1989,68579.105734,68745.5502820247,68579.105734,68745.5502820247
"46",0.45,1989,72298.448185,72542.6187872686,72298.448185,72542.6187872686
"47",0.46,1989,75440.994214,75526.0485612686,75440.994214,75526.0485612686
"48",0.47,1989,80751.499211,80832.8894117562,80751.499211,80832.8894117562
"49",0.48,1989,86101.783272,86590.1244765371,86101.783272,86590.1244765371
"50",0.49,1989,89502.893214,89584.2834147562,89502.893214,89584.2834147562
"51",0.5,1989,93600.13677,94007.0877737809,93600.13677,94007.0877737809
"52",0.51,1989,99686.333509,100011.894312025,99686.333509,100011.894312025
"53",0.52,1989,105354.85008,105436.240280756,105354.85008,105436.240280756
"54",0.53,1989,109591.32036,109792.047750756,109591.32036,109792.047750756
"55",0.54,1989,116035.52867,116198.309071512,116035.52867,116198.309071512
"56",0.55,1989,120729.45818,120975.460853025,120729.45818,120975.460853025
"57",0.56,1989,126934.99211,127016.382310756,126934.99211,127016.382310756
"58",0.57,1989,135248.81641,135330.206610756,135248.81641,135330.206610756
"59",0.58,1989,141812.36191,142137.922713025,141812.36191,142137.922713025
"60",0.59,1989,146923.97159,147249.532393025,146923.97159,147249.532393025
"61",0.6,1989,154322.87743,154586.937562269,154322.87743,154586.937562269
"62",0.61,1989,161662.11468,161783.283940756,161662.11468,161783.283940756
"63",0.62,1989,168265.43924,168591.000043025,168265.43924,168591.000043025
"64",0.63,1989,176082.02525,176326.195852269,176082.02525,176326.195852269
"65",0.64,1989,183978.16938,184140.949781512,183978.16938,184140.949781512
"66",0.65,1989,193306.35981,193794.701014537,193306.35981,193794.701014537
"67",0.66,1989,201083.16675,201363.452270756,201083.16675,201363.452270756
"68",0.67,1989,206453.34035,206534.730550756,206453.34035,206534.730550756
"69",0.68,1989,216736.2283,216877.287100756,216736.2283,216877.287100756
"70",0.69,1989,224950.60494,225113.385341512,224950.60494,225113.385341512
"71",0.7,1989,232707.52236,232870.302761512,232707.52236,232870.302761512
"72",0.71,1989,241558.36402,241639.754220756,241558.36402,241639.754220756
"73",0.72,1989,254526.33877,254607.728970756,254526.33877,254607.728970756
"74",0.73,1989,264968.34298,265131.123381512,264968.34298,265131.123381512
"75",0.74,1989,283425.82851,283668.167041512,283425.82851,283668.167041512
"76",0.75,1989,293967.28038,294328.956101512,293967.28038,294328.956101512
"77",0.76,1989,309282.21988,309445.000281512,309282.21988,309445.000281512
"78",0.77,1989,323841.35718,324085.527782269,323841.35718,324085.527782269
"79",0.78,1989,342099.9474,342181.337600756,342099.9474,342181.337600756
"80",0.79,1989,364177.32772,364401.608792269,364177.32772,364401.608792269
"81",0.8,1989,376111.04682,376599.388024537,376111.04682,376599.388024537
"82",0.81,1989,395801.68332,395884.905601512,395801.68332,395884.905601512
"83",0.82,1989,411713.30878,411794.698980756,411713.30878,411794.698980756
"84",0.83,1989,433194.00316,433519.563963025,433194.00316,433519.563963025
"85",0.84,1989,458652.60389,458815.384291512,458652.60389,458815.384291512
"86",0.85,1989,491669.22672,491750.616920756,491669.22672,491750.616920756
"87",0.86,1989,527072.59337,527235.373771512,527072.59337,527235.373771512
"88",0.87,1989,577094.76591,577338.936512268,577094.76591,577338.936512268
"89",0.88,1989,623616.38085,623941.941653025,623616.38085,623941.941653025
"90",0.89,1989,658741.29406,658904.074461512,658741.29406,658904.074461512
"91",0.9,1989,731934.77117,732016.161370756,731934.77117,732016.161370756
"92",0.91,1989,792478.50605,792641.286451512,792478.50605,792641.286451512
