"","NETWORTH","WGT","Black","White","RACE","Forbes_indicator"
"238881",2153600,6119.7793077,0,1,"White",0
"238882",2116200,4712.3749124,0,1,"White",0
"238883",2145000,5145.2244552,0,1,"White",0
"238884",2552500,5297.663412,0,1,"White",0
"238885",2176200,4761.8123711,0,1,"White",0
"238886",-6710,3790.4766068,0,1,"White",0
"238887",-4710,3798.8685047,0,1,"White",0
"238888",-8115,3799.4683931,0,1,"White",0
"238889",-2510,3788.0760048,0,1,"White",0
"238890",-5715,3793.0665887,0,1,"White",0
"238891",33900,4099.4785528,0,1,"White",0
"238892",36300,4101.450751,0,1,"White",0
"238893",33400,4098.5626583,0,1,"White",0
"238894",33500,4085.9455215,0,1,"White",0
"238895",44300,4097.633642,0,1,"White",0
"238896",-116660,6375.9837916,0,1,"White",0
"238897",-116655,6326.5697948,0,1,"White",0
"238898",-117655,6341.5884536,0,1,"White",0
"238899",-117665,6386.3758634,0,1,"White",0
"238900",-116665,6354.9195043,0,1,"White",0
"238901",1590,4210.2307656,0,1,"White",0
"238902",1890,4177.2038589,0,1,"White",0
"238903",1690,4246.4318979,0,1,"White",0
"238904",1990,4226.5568086,0,1,"White",0
"238905",2390,4185.6728788,0,1,"White",0
"238906",-12480,5046.9751648,0,1,"White",0
"238907",-12310,5058.6369297,0,1,"White",0
"238908",-12440,5050.5076398,0,1,"White",0
"238909",-12220,5049.8964595,0,1,"White",0
"238910",-12340,5058.5391101,0,1,"White",0
"238911",280,8610.8775961,0,1,"White",0
"238912",280,8629.9415854,0,1,"White",0
"238913",290,8631.3043599,0,1,"White",0
"238914",290,8605.4241156,0,1,"White",0
"238915",280,8616.7612933,0,1,"White",0
"238916",510243800,35.406794387,0,1,"White",0
"238917",462373480,35.171352972,0,1,"White",0
"238918",784241870,35.078666373,0,1,"White",0
"238919",526520190,34.894297073,0,1,"White",0
"238920",540771980,35.063936823,0,1,"White",0
"238921",1211300,3959.9022318,0,1,"White",0
"238922",1211300,4184.7555904,0,1,"White",0
"238923",1210300,4144.5091124,0,1,"White",0
"238924",1211300,4103.4060234,0,1,"White",0
"238925",1212300,4199.7785158,0,1,"White",0
"238926",523500,4575.8881816,0,1,"White",0
"238927",454200,6573.3896173,0,1,"White",0
"238928",501700,6638.1299419,0,1,"White",0
"238929",692100,4743.5432572,0,1,"White",0
"238930",500100,6608.8902054,0,1,"White",0
"238931",-7010,4322.6065656,0,1,"White",0
"238932",-7000,4299.4070208,0,1,"White",0
"238933",-7000,4324.9048002,0,1,"White",0
"238934",-7010,4305.9557231,0,1,"White",0
"238935",-7000,4301.939313,0,1,"White",0
"238936",303300,7264.7708734,0,1,"White",0
"238937",304300,7295.6892063,0,1,"White",0
"238938",305300,7376.1752197,0,1,"White",0
"238939",303300,7358.8706154,0,1,"White",0
"238940",302300,7359.7782761,0,1,"White",0
"238941",-13840,8068.1746133,0,1,"White",0
"238942",-17350,7991.8076521,0,1,"White",0
"238943",-16440,8116.0455915,0,1,"White",0
"238944",-16940,8121.4410088,0,1,"White",0
"238945",-17290,8023.3444552,0,1,"White",0
"238946",11742000,300.76564449,0,1,"White",0
"238947",11742000,301.39245791,0,1,"White",0
"238948",11743000,286.67085734,0,1,"White",0
"238949",11742000,299.21763008,0,1,"White",0
"238950",11742000,298.36700608,0,1,"White",0
"238951",845000,744.78417968,0,1,"White",0
"238952",848300,787.07979436,0,1,"White",0
"238953",841600,779.9733973,0,1,"White",0
"238954",848600,771.981713,0,1,"White",0
"238955",840000,790.01095839,0,1,"White",0
"238956",2065500,4153.7376545,0,1,"White",0
"238957",1764000,3196.1770089,0,1,"White",0
"238958",2254900,3493.9118656,0,1,"White",0
"238959",1584900,3596.9728737,0,1,"White",0
"238960",1591900,3231.8556701,0,1,"White",0
"238961",237600,7802.2657171,0,1,"White",0
"238962",236600,8247.5363009,0,1,"White",0
"238963",237600,8169.562719,0,1,"White",0
"238964",234600,8087.7045167,0,1,"White",0
"238965",237600,8276.5100479,0,1,"White",0
"238966",2405000,2752.560561,0,1,"White",0
"238967",2405000,2118.7376721,0,1,"White",0
"238968",2405000,2314.8308383,0,1,"White",0
"238969",2405000,2383.7248515,0,1,"White",0
"238970",2405000,2141.8613699,0,1,"White",0
"238971",240160,9873.3271037,1,0,"Black",0
"238972",240300,10041.571204,1,0,"Black",0
"238973",239400,10325.777243,1,0,"Black",0
"238974",242500,9932.4204819,1,0,"Black",0
"238975",240000,9996.129793,1,0,"Black",0
"238976",4978800,5853.919823,0,0,"Other",0
"238977",5068700,5654.464509,0,0,"Other",0
"238978",5232800,5507.4505434,0,0,"Other",0
"238979",5130700,5890.8455078,0,0,"Other",0
"238980",5042800,5831.754306,0,0,"Other",0
"238981",708000,5098.4716196,0,1,"White",0
"238982",709000,5389.5989258,0,1,"White",0
"238983",708000,5338.4048112,0,1,"White",0
"238984",708000,5286.0690432,0,1,"White",0
"238985",708000,5408.1667119,0,1,"White",0
"238986",182551,8143.9406404,0,1,"White",0
"238987",193951,8305.0622184,0,1,"White",0
"238988",191951,8431.8139039,0,1,"White",0
"238989",182151,8167.7309451,0,1,"White",0
"238990",181051,8227.5550109,0,1,"White",0
"238991",7870,5424.9932451,0,1,"White",0
"238992",6370,5435.6532667,0,1,"White",0
"238993",3570,5435.9126891,0,1,"White",0
"238994",4770,5420.5833484,0,1,"White",0
"238995",5670,5429.0931447,0,1,"White",0
"238996",1717200,311.32909883,0,1,"White",0
"238997",1656000,317.34919878,0,1,"White",0
"238998",1769700,326.76282034,0,1,"White",0
"238999",1697900,323.32273758,0,1,"White",0
"239000",1659300,310.90292321,0,1,"White",0
"239001",355750,3503.5472358,0,0,"Other",0
"239002",358750,3724.0243406,0,0,"Other",0
"239003",355250,3640.7620582,0,0,"Other",0
"239004",358050,3611.0231954,0,0,"Other",0
"239005",359350,3729.4480868,0,0,"Other",0
"239006",5000,7981.3766344,1,0,"Black",0
"239007",4900,8003.0379706,1,0,"Black",0
"239008",5000,7919.8549027,1,0,"Black",0
"239009",5000,7968.0074761,1,0,"Black",0
"239010",5000,7975.1164895,1,0,"Black",0
"239011",318950,6412.653566,0,1,"White",0
"239012",317650,6747.8247447,0,1,"White",0
"239013",317750,6683.8163301,0,1,"White",0
"239014",317650,6613.5987762,0,1,"White",0
"239015",319950,6746.5200188,0,1,"White",0
"239016",8800,3768.0740131,1,0,"Black",0
"239017",8800,3771.4038205,1,0,"Black",0
"239018",8800,3735.5791265,1,0,"Black",0
"239019",8800,3747.1752031,1,0,"Black",0
"239020",8800,3754.8208295,1,0,"Black",0
"239021",9377500,25.698212225,0,1,"White",0
"239022",9306500,27.535438995,0,1,"White",0
"239023",6721500,24.903234334,0,1,"White",0
"239024",10627500,26.327647305,0,1,"White",0
"239025",7368500,26.090794236,0,1,"White",0
"239026",165800,4883.7739949,0,1,"White",0
"239027",164800,4875.2385627,0,1,"White",0
"239028",164800,4867.7759133,0,1,"White",0
"239029",164800,4873.3618825,0,1,"White",0
"239030",165800,4890.5811278,0,1,"White",0
"239031",-7215,4730.1034247,0,1,"White",0
"239032",-9310,4741.0330116,0,1,"White",0
"239033",-10200,4733.414115,0,1,"White",0
"239034",-9300,4732.8413074,0,1,"White",0
"239035",-8215,4740.9413335,0,1,"White",0
"239036",215400,6567.1585919,0,1,"White",0
"239037",228100,6544.0017282,0,1,"White",0
"239038",223700,6571.7785495,0,1,"White",0
"239039",221300,6560.0767909,0,1,"White",0
"239040",223500,6579.6124291,0,1,"White",0
"239041",-4730,4570.6505287,0,0,"Other",0
"239042",-3530,4553.2996377,0,0,"Other",0
"239043",-3030,4622.0823023,0,0,"Other",0
"239044",-2330,4592.6509127,0,0,"Other",0
"239045",-3130,4557.0989549,0,0,"Other",0
"239046",3372420,1973.9389044,0,1,"White",0
"239047",3197220,1940.799131,0,1,"White",0
"239048",3033100,1908.3765181,0,1,"White",0
"239049",3062600,1945.4032784,0,1,"White",0
"239050",3366100,1949.0594248,0,1,"White",0
"239051",-45570,3752.2777077,0,1,"White",0
"239052",-23980,3733.8421867,0,1,"White",0
"239053",-28780,3744.7432377,0,1,"White",0
"239054",-28420,3736.6504752,0,1,"White",0
"239055",-21180,3747.0066129,0,1,"White",0
"239056",88040,5632.7046236,1,0,"Black",0
"239057",86930,5622.8915859,1,0,"Black",0
"239058",87400,5690.2582197,1,0,"Black",0
"239059",86030,5645.6637933,1,0,"Black",0
"239060",85730,5640.0861119,1,0,"Black",0
"239061",9860,4705.030924,0,0,"Hispanic",0
"239062",9860,4713.6359986,0,0,"Hispanic",0
"239063",8640,4710.5043912,0,0,"Hispanic",0
"239064",6940,4694.4355308,0,0,"Hispanic",0
"239065",12800,4715.1602422,0,0,"Hispanic",0
"239066",8352500,450.0019815,1,0,"Black",0
"239067",8504500,468.09569075,1,0,"Black",0
"239068",8506000,437.08745096,1,0,"Black",0
"239069",8450000,456.15797959,1,0,"Black",0
"239070",8441000,453.66613702,1,0,"Black",0
"239071",43700,4976.3136651,1,0,"Black",0
"239072",42700,4923.9533693,1,0,"Black",0
"239073",42700,4986.6926814,1,0,"Black",0
"239074",42700,4972.3243263,1,0,"Black",0
"239075",42700,4949.1915626,1,0,"Black",0
"239076",75040,5620.4736386,1,0,"Black",0
"239077",75050,5582.9873034,1,0,"Black",0
"239078",75045,5660.0630284,1,0,"Black",0
"239079",75050,5661.9121247,1,0,"Black",0
"239080",74045,5640.0677381,1,0,"Black",0
"239081",14265280,136.51328571,1,0,"Black",0
"239082",14273290,139.01316644,1,0,"Black",0
"239083",14263280,131.46219034,1,0,"Black",0
"239084",14275280,136.07056105,1,0,"Black",0
"239085",14274280,136.24767799,1,0,"Black",0
"239086",2376500,1223.7870275,0,1,"White",0
"239087",2059500,1185.4873453,0,1,"White",0
"239088",1742500,1183.1058997,0,1,"White",0
"239089",2367500,1172.1972734,0,1,"White",0
"239090",1472500,1119.2688372,0,1,"White",0
"239091",186200,9868.7993611,0,1,"White",0
"239092",187100,9910.8002486,0,1,"White",0
"239093",200200,10020.136156,0,1,"White",0
"239094",209200,9996.6287848,0,1,"White",0
"239095",205200,9997.8617929,0,1,"White",0
"239096",-2900,4128.9376018,0,0,"Hispanic",0
"239097",-2900,4080.8167552,0,0,"Hispanic",0
"239098",-2900,4104.7297816,0,0,"Hispanic",0
"239099",-2900,4108.407825,0,0,"Hispanic",0
"239100",-2900,4110.1261743,0,0,"Hispanic",0
"239101",295000,4328.9770098,0,0,"Hispanic",0
"239102",291900,4580.3289129,0,0,"Hispanic",0
"239103",294200,4536.1639219,0,0,"Hispanic",0
"239104",293300,4488.4931108,0,0,"Hispanic",0
"239105",290900,4586.7531905,0,0,"Hispanic",0
"239106",7942250,2219.1840572,0,0,"Other",0
"239107",10208250,2128.2146303,1,0,"Black",0
"239108",6974250,2031.3093296,0,1,"White",0
"239109",7108250,2251.5690039,0,0,"Other",0
"239110",8564250,2141.6687904,1,0,"Black",0
"239111",122643400,33.59715609,0,1,"White",0
"239112",109587800,35.004816637,0,1,"White",0
"239113",207467740,33.839160665,0,1,"White",0
"239114",285821750,33.638866087,0,1,"White",0
"239115",125040120,34.043005688,0,1,"White",0
"239116",28320,9021.228114,1,0,"Black",0
"239117",34310,8985.2463737,1,0,"Black",0
"239118",33910,9146.8558498,1,0,"Black",0
"239119",29020,9028.4392555,1,0,"Black",0
"239120",29210,9041.0784368,1,0,"Black",0
"239121",95790,4820.7375634,0,1,"White",0
"239122",96370,4839.5454514,0,1,"White",0
"239123",100970,4860.8816603,0,1,"White",0
"239124",103670,4820.8122012,0,1,"White",0
"239125",97270,4839.107425,0,1,"White",0
"239126",4070,4367.1998109,0,1,"White",0
"239127",3070,4391.9980962,0,1,"White",0
"239128",3070,4391.9933588,0,1,"White",0
"239129",3070,4370.439013,0,1,"White",0
"239130",3070,4372.9540466,0,1,"White",0
"239131",-46399,4165.9629633,1,0,"Black",0
"239132",-46399,4160.2940965,1,0,"Black",0
"239133",-46399,4123.000899,1,0,"Black",0
"239134",-46379,4155.1118885,1,0,"Black",0
"239135",-46399,4150.7213186,1,0,"Black",0
"239136",38800,6227.6593782,0,1,"White",0
"239137",38800,6079.7064574,0,1,"White",0
"239138",38800,6096.776379,0,1,"White",0
"239139",38800,6065.2440567,0,1,"White",0
"239140",38800,6124.2178611,0,1,"White",0
"239141",8300,5049.2748146,0,1,"White",0
"239142",8600,5004.0489497,0,1,"White",0
"239143",10710,5025.9097479,0,1,"White",0
"239144",9200,5023.5635656,0,1,"White",0
"239145",6300,5027.6777738,0,1,"White",0
"239146",1195000,4904.9978454,0,1,"White",0
"239147",1239000,5186.485257,0,1,"White",0
"239148",1298000,5133.2384493,0,1,"White",0
"239149",1334000,5082.1771254,0,1,"White",0
"239150",1251000,5203.1955262,0,1,"White",0
"239151",3125820,1609.1508068,0,1,"White",0
"239152",3127510,1609.3626328,0,1,"White",0
"239153",3126510,1485.8272925,0,1,"White",0
"239154",3127810,1641.5313944,0,1,"White",0
"239155",3129610,1611.4887128,0,1,"White",0
"239156",68750,6746.6943394,0,1,"White",0
"239157",72050,6748.2567312,0,1,"White",0
"239158",67450,6750.5247932,0,1,"White",0
"239159",67750,6743.9418867,0,1,"White",0
"239160",68750,6740.6845265,0,1,"White",0
"239161",107810000,39.363799577,0,1,"White",0
"239162",107368000,39.865257645,0,1,"White",0
"239163",107640000,39.102641959,0,1,"White",0
"239164",108422000,38.730945227,0,1,"White",0
"239165",108638000,39.208097372,0,1,"White",0
"239166",11315000,267.80594171,0,1,"White",0
"239167",11509000,276.09089753,0,1,"White",0
"239168",12082000,258.81146006,0,1,"White",0
"239169",11367000,271.11709802,0,1,"White",0
"239170",11324000,270.26474805,0,1,"White",0
"239171",557160,6147.1046342,0,0,"Other",0
"239172",557160,6535.7908945,0,0,"Other",0
"239173",557160,6390.0918448,0,0,"Other",0
"239174",557260,6336.1144178,0,0,"Other",0
"239175",557160,6543.1388561,0,0,"Other",0
"239176",449270,10021.05252,0,1,"White",0
"239177",447800,10185.090469,0,1,"White",0
"239178",447900,10323.928879,0,1,"White",0
"239179",565900,5825.5154223,0,1,"White",0
"239180",444900,10133.78362,0,1,"White",0
"239181",29900,4303.847143,0,1,"White",0
"239182",29000,4302.0496082,0,1,"White",0
"239183",29900,4301.513386,0,1,"White",0
"239184",29000,4306.8572653,0,1,"White",0
"239185",30000,4312.500814,0,1,"White",0
"239186",5600,3893.0859968,0,1,"White",0
"239187",5600,3900.0552467,0,1,"White",0
"239188",5500,3902.1902823,0,1,"White",0
"239189",5600,3890.8365611,0,1,"White",0
"239190",5500,3895.3842,0,1,"White",0
"239191",31149530,367.99904697,0,1,"White",0
"239192",28361530,367.84679086,0,1,"White",0
"239193",29151530,363.08010908,0,1,"White",0
"239194",34364530,370.3517495,0,1,"White",0
"239195",30009530,368.14236418,0,1,"White",0
"239196",316100,10547.700229,1,0,"Black",0
"239197",404500,10485.927614,1,0,"Black",0
"239198",299800,10736.03089,1,0,"Black",0
"239199",281200,10705.241446,1,0,"Black",0
"239200",319300,10688.180707,1,0,"Black",0
"239201",1850810,5209.3291021,0,1,"White",0
"239202",764110,6037.3276464,0,1,"White",0
"239203",1253610,5980.372592,0,1,"White",0
"239204",1358510,5919.6884168,0,1,"White",0
"239205",778810,6057.633069,0,1,"White",0
"239206",1331800,459.29678679,0,1,"White",0
"239207",1330800,493.57534844,0,1,"White",0
"239208",1331700,478.1415443,0,1,"White",0
"239209",1330800,469.47208458,0,1,"White",0
"239210",1331800,469.80984571,0,1,"White",0
"239211",1433600,5009.9308408,0,1,"White",0
"239212",1439900,5294.033483,0,1,"White",0
"239213",1436500,5246.8700843,0,1,"White",0
"239214",1434300,5192.961799,0,1,"White",0
"239215",1435700,5313.9401607,0,1,"White",0
"239216",472150,6329.7568522,0,1,"White",0
"239217",471250,6232.7953871,0,1,"White",0
"239218",472250,6298.7519226,0,1,"White",0
"239219",471150,6290.1935601,0,1,"White",0
"239220",471150,6269.507245,0,1,"White",0
"239221",29345800,410.70050323,0,0,"Other",0
"239222",29483800,400.18190398,0,0,"Other",0
"239223",29511800,404.94077331,0,0,"Other",0
"239224",29041800,414.5400043,0,0,"Other",0
"239225",29421800,413.29745825,0,0,"Other",0
"239226",3946500,1666.3207382,0,1,"White",0
"239227",3173300,1665.9150847,0,1,"White",0
"239228",4997000,1539.3326626,0,1,"White",0
"239229",5006600,1700.3001513,0,1,"White",0
"239230",4252100,1668.3510318,0,1,"White",0
"239231",119700,8126.9076296,0,1,"White",0
"239232",108700,8098.2508385,0,1,"White",0
"239233",142800,8132.6248615,0,1,"White",0
"239234",117700,8118.1438482,0,1,"White",0
"239235",157800,8142.3193459,0,1,"White",0
"239236",135400,8686.6271498,0,1,"White",0
"239237",134400,8691.315718,0,1,"White",0
"239238",134400,8715.6140862,0,1,"White",0
"239239",134400,8685.3476991,0,1,"White",0
"239240",135500,8728.2072123,0,1,"White",0
"239241",214800,6412.2212462,0,1,"White",0
"239242",214800,6415.682214,0,1,"White",0
"239243",213800,6433.6185787,0,1,"White",0
"239244",215800,6411.2767921,0,1,"White",0
"239245",214800,6442.9144664,0,1,"White",0
"239246",51300,3890.619829,0,1,"White",0
"239247",52300,3892.4915484,0,1,"White",0
"239248",53900,3889.7505972,0,1,"White",0
"239249",62900,3877.7762736,0,1,"White",0
"239250",57700,3888.868912,0,1,"White",0
"239251",64400,5255.6387834,0,1,"White",0
"239252",84200,5233.6151232,0,1,"White",0
"239253",49080,5191.3844031,0,1,"White",0
"239254",83000,5202.0156146,0,1,"White",0
"239255",49500,5223.8961964,0,1,"White",0
"239256",9609000,1883.3828791,0,1,"White",0
"239257",9609000,1883.4860882,0,1,"White",0
"239258",9609000,1739.1195418,0,1,"White",0
"239259",9609000,1921.3119823,0,1,"White",0
"239260",9609000,1886.0421538,0,1,"White",0
"239261",1537400,7392.5473205,0,1,"White",0
"239262",1537500,7130.5147493,0,1,"White",0
"239263",1537500,7155.3457416,0,1,"White",0
"239264",1537500,7122.2986051,0,1,"White",0
"239265",1537500,6884.3833896,0,1,"White",0
"239266",63142000,41.52037547,0,0,"Other",0
"239267",58085000,41.418730153,0,0,"Other",0
"239268",57804000,41.159636088,0,0,"Other",0
"239269",54388000,41.339770256,0,0,"Other",0
"239270",53340500,41.437599903,0,0,"Other",0
"239271",54300,9047.8496722,0,1,"White",0
"239272",56400,8977.7286635,0,1,"White",0
"239273",64000,8999.0409145,0,1,"White",0
"239274",73000,9062.5965578,0,1,"White",0
"239275",56400,9017.9583627,0,1,"White",0
"239276",11820,1633.3364863,0,1,"White",0
"239277",7320,1636.21458,0,1,"White",0
"239278",11820,1637.5528885,0,1,"White",0
"239279",10220,1632.6464665,0,1,"White",0
"239280",9120,1634.1555621,0,1,"White",0
"239281",251090,7648.8194957,0,1,"White",0
"239282",250870,7678.6610166,0,1,"White",0
"239283",256040,7712.5140958,0,1,"White",0
"239284",252940,7648.9379197,0,1,"White",0
"239285",252340,7677.9660223,0,1,"White",0
"239286",1457750,5201.5677112,0,1,"White",0
"239287",1457750,5496.3559526,0,1,"White",0
"239288",1457750,5448.9726989,0,1,"White",0
"239289",1456750,5393.2846692,0,1,"White",0
"239290",1456750,5516.4423058,0,1,"White",0
"239291",118980,4942.069212,0,1,"White",0
"239292",124810,4959.0596894,0,1,"White",0
"239293",118910,4954.9524897,0,1,"White",0
"239294",119730,4951.5363995,0,1,"White",0
"239295",120730,4957.7095049,0,1,"White",0
"239296",-27900,3998.1640153,1,0,"Black",0
"239297",-27900,4022.4848433,1,0,"Black",0
"239298",-27900,3987.0783804,1,0,"Black",0
"239299",-27900,3992.1167101,1,0,"Black",0
"239300",-27900,3991.1471742,1,0,"Black",0
"239301",404000,4070.1316946,0,1,"White",0
"239302",404300,4301.0467771,0,1,"White",0
"239303",404000,4262.6240796,0,1,"White",0
"239304",404000,4220.348716,0,1,"White",0
"239305",404300,4316.7352007,0,1,"White",0
"239306",937000,4386.838259,0,1,"White",0
"239307",936000,4637.1637868,0,1,"White",0
"239308",937000,4590.5950591,0,1,"White",0
"239309",937000,4546.1066517,0,1,"White",0
"239310",937000,4652.8321302,0,1,"White",0
"239311",126600,5576.6319222,0,1,"White",0
"239312",111900,5521.5009345,0,1,"White",0
"239313",178600,5549.870944,0,1,"White",0
"239314",109900,5551.2805931,0,1,"White",0
"239315",113700,5523.6889747,0,1,"White",0
"239316",704400,9373.3813613,0,1,"White",0
"239317",675500,10200.260578,0,1,"White",0
"239318",671400,9821.4210842,0,1,"White",0
"239319",573900,9160.5469058,0,1,"White",0
"239320",958500,9851.7621062,0,1,"White",0
"239321",192100,5415.4146844,0,1,"White",0
"239322",219500,5392.7599714,0,1,"White",0
"239323",218200,5396.3310583,0,1,"White",0
"239324",218400,5436.8310993,0,1,"White",0
"239325",227600,5421.8077616,0,1,"White",0
"239326",185850,8261.3864049,0,1,"White",0
"239327",185850,8424.8315567,0,1,"White",0
"239328",225850,8553.4111593,0,1,"White",0
"239329",225850,8285.5197954,0,1,"White",0
"239330",225850,8346.2065987,0,1,"White",0
"239331",98600,6948.0386914,0,1,"White",0
"239332",98700,6856.3661191,0,1,"White",0
"239333",98600,6909.8664056,0,1,"White",0
"239334",98600,6947.4476288,0,1,"White",0
"239335",98700,6924.9114218,0,1,"White",0
"239336",-440,6210.8410199,1,0,"Black",0
"239337",-450,6224.5141884,1,0,"Black",0
"239338",-450,6167.7261136,1,0,"Black",0
"239339",-460,6191.5804861,1,0,"Black",0
"239340",-440,6193.9919492,1,0,"Black",0
"239341",271300,8003.8342052,0,1,"White",0
"239342",250100,8162.1838855,0,1,"White",0
"239343",304100,8286.7549649,0,1,"White",0
"239344",596000,4932.9032269,0,1,"White",0
"239345",310000,8086.0100937,0,1,"White",0
"239346",17970,7422.9717715,0,1,"White",0
"239347",18070,7101.644127,0,1,"White",0
"239348",17970,7285.2850079,0,1,"White",0
"239349",17970,7272.3616806,0,1,"White",0
"239350",17970,7400.2472109,0,1,"White",0
"239351",14548000,1078.2225762,0,1,"White",0
"239352",14549000,1070.9494138,0,1,"White",0
"239353",14548000,1017.4702903,0,1,"White",0
"239354",14548000,1075.6013855,0,1,"White",0
"239355",14548000,1073.284619,0,1,"White",0
"239356",5260,7102.0751971,0,1,"White",0
"239357",5260,7117.2589238,0,1,"White",0
"239358",5360,7117.0929356,0,1,"White",0
"239359",5250,7097.202666,0,1,"White",0
"239360",5250,7107.3006124,0,1,"White",0
"239361",3731000,408.0610519,0,0,"Other",0
"239362",3732000,410.4772229,0,0,"Other",0
"239363",3735000,373.84305777,0,0,"Other",0
"239364",3732000,413.69569484,0,0,"Other",0
"239365",3734000,410.06097213,0,0,"Other",0
"239366",27900,8662.1124817,1,0,"Black",0
"239367",27800,8694.9411429,1,0,"Black",0
"239368",27800,8911.1525049,1,0,"Black",0
"239369",27800,8790.8053034,1,0,"Black",0
"239370",27900,8778.0569191,1,0,"Black",0
"239371",69100,5656.7920389,0,1,"White",0
"239372",70500,5657.9149661,0,1,"White",0
"239373",68300,5661.4608755,0,1,"White",0
"239374",69300,5656.2511918,0,1,"White",0
"239375",71900,5650.9709609,0,1,"White",0
"239376",935200,4120.5454361,0,1,"White",0
"239377",934200,4362.2510853,0,1,"White",0
"239378",935200,4319.9293034,0,1,"White",0
"239379",935200,4267.1094729,0,1,"White",0
"239380",935200,4377.7754504,0,1,"White",0
"239381",125700,6916.2614444,1,0,"Black",0
"239382",145700,6870.6180898,1,0,"Black",0
"239383",126700,6960.4899238,1,0,"Black",0
"239384",138700,6965.2745922,1,0,"Black",0
"239385",126700,6939.685703,1,0,"Black",0
"239386",203000,5353.7268887,0,1,"White",0
"239387",199500,5294.8341605,0,1,"White",0
"239388",203000,5363.410752,0,1,"White",0
"239389",203000,5321.5535731,0,1,"White",0
"239390",194200,5335.6482887,0,1,"White",0
"239391",37420,4316.3697018,0,0,"Hispanic",0
"239392",37420,4306.6913786,0,0,"Hispanic",0
"239393",37420,4310.0486397,0,0,"Hispanic",0
"239394",37420,4302.6391356,0,0,"Hispanic",0
"239395",37420,4313.2194082,0,0,"Hispanic",0
"239396",-263550,4437.1127878,0,1,"White",0
"239397",-245990,4472.3371227,0,1,"White",0
"239398",-252140,4469.9181526,0,1,"White",0
"239399",-307750,4427.3079022,0,1,"White",0
"239400",-248110,4443.5896041,0,1,"White",0
"239401",5657000,2780.4491907,0,1,"White",0
"239402",5694900,2780.6098214,0,1,"White",0
"239403",5758300,2567.2217981,0,1,"White",0
"239404",5664900,2835.8835559,0,1,"White",0
"239405",5665500,2783.8678373,0,1,"White",0
"239406",50943000,35.795402162,0,1,"White",0
"239407",46665700,34.590617645,0,1,"White",0
"239408",47726200,33.157117506,0,1,"White",0
"239409",46477500,33.703688669,0,1,"White",0
"239410",50668000,33.675471166,0,1,"White",0
"239411",74519430,35.737784826,0,1,"White",0
"239412",77926660,35.500142453,0,1,"White",0
"239413",75946520,35.4065894,0,1,"White",0
"239414",72190380,35.220496575,0,1,"White",0
"239415",73743210,35.391722155,0,1,"White",0
"239416",243150,5130.2066239,0,1,"White",0
"239417",242150,5123.7736193,0,1,"White",0
"239418",243150,5208.3568587,0,1,"White",0
"239419",242150,5187.7601132,0,1,"White",0
"239420",243150,5197.1686648,0,1,"White",0
"239421",1020000,5176.6635976,0,1,"White",0
"239422",1020000,5481.7733361,0,1,"White",0
"239423",1020000,5426.2600462,0,1,"White",0
"239424",1020000,5361.1380508,0,1,"White",0
"239425",1020000,5500.1249414,0,1,"White",0
"239426",301600,5616.2777696,0,0,"Hispanic",0
"239427",303900,5599.1990551,0,0,"Hispanic",0
"239428",305500,5601.2036445,0,0,"Hispanic",0
"239429",303100,5640.0197944,0,0,"Hispanic",0
"239430",302000,5616.3772635,0,0,"Hispanic",0
"239431",4000,4182.7917607,1,0,"Black",0
"239432",3900,4194.553239,1,0,"Black",0
"239433",3900,4177.8945499,1,0,"Black",0
"239434",3900,4157.0180158,1,0,"Black",0
"239435",3900,4175.9390201,1,0,"Black",0
"239436",1239000,4242.0658721,0,1,"White",0
"239437",1239000,4484.4704054,0,1,"White",0
"239438",1238000,4440.239698,0,1,"White",0
"239439",1239000,4396.3102022,0,1,"White",0
"239440",1239000,4499.0456235,0,1,"White",0
"239441",70879000,37.712245361,0,1,"White",0
"239442",66775000,38.592771208,0,1,"White",0
"239443",68754000,37.409519952,0,1,"White",0
"239444",68988000,37.438261316,0,1,"White",0
"239445",70801000,37.415134862,0,1,"White",0
"239446",141050,2582.5283171,0,1,"White",0
"239447",142470,2597.2310647,0,1,"White",0
"239448",142130,2593.679169,0,1,"White",0
"239449",136360,2579.844332,0,1,"White",0
"239450",143420,2591.0689353,0,1,"White",0
"239451",120315,6294.7960116,1,0,"Black",0
"239452",118295,6229.2048923,1,0,"Black",0
"239453",119150,6324.1960435,1,0,"Black",0
"239454",121490,6324.317712,1,0,"Black",0
"239455",120185,6287.4808643,1,0,"Black",0
"239456",64180,5756.9874556,1,0,"Black",0
"239457",63180,5721.2515101,1,0,"Black",0
"239458",63190,5819.3370585,1,0,"Black",0
"239459",64190,5768.3479551,1,0,"Black",0
"239460",64190,5780.2983755,1,0,"Black",0
"239461",184200,5359.2731847,1,0,"Black",0
"239462",183200,5387.6392715,1,0,"Black",0
"239463",182200,5317.1738206,1,0,"Black",0
"239464",161200,5314.1412986,1,0,"Black",0
"239465",183200,5347.3794896,1,0,"Black",0
"239466",867000,5428.1999282,0,1,"White",0
"239467",866000,5735.3914132,0,1,"White",0
"239468",867000,5686.6361757,0,1,"White",0
"239469",866000,5628.3584713,0,1,"White",0
"239470",867000,5756.5584075,0,1,"White",0
"239471",172600,10733.573255,0,1,"White",0
"239472",171800,10578.039621,0,1,"White",0
"239473",171900,10584.989925,0,1,"White",0
