"","Percentiles","Year","Networth","Pre-Tax and Post-Transfer","Post-Tax","Post-Tax and Post-Transfer"
"440",0.44,2001,90697.784568,100543.622919263,90697.784568,100543.622919263
"441",0.45,2001,98092.253629,106833.397604754,98092.253629,106833.397604754
"442",0.46,2001,103623.6631,111108.325034754,103623.6631,111108.325034754
"443",0.47,2001,108245.20626,116285.754314263,108245.20626,116285.754314263
"444",0.48,2001,112072.4217,121502.971639018,112072.4217,121502.971639018
"445",0.49,2001,118138.1971,126395.379984263,118138.1971,126395.379984263
"446",0.5,2001,125272.70435,134945.378124754,125272.70435,134945.378124754
"447",0.51,2001,132869.36593,141744.029739509,132869.36593,141744.029739509
"448",0.52,2001,139845.00764,147593.170309509,139845.00764,147593.170309509
"449",0.53,2001,145723.03285,153944.253224754,145723.03285,153944.253224754
"450",0.54,2001,151211.11536,159851.163074754,151211.11536,159851.163074754
"451",0.55,2001,159154.39267,168960.442989018,159154.39267,168960.442989018
"452",0.56,2001,167025.45837,176156.545044754,167025.45837,176156.545044754
"453",0.57,2001,173928.88846,182853.957119018,173928.88846,182853.957119018
"454",0.58,2001,182117.68526,190270.232949509,182117.68526,190270.232949509
"455",0.59,2001,192516.15737,201065.725649018,192516.15737,201065.725649018
"456",0.6,2001,201398.18564,211211.600409509,201398.18564,211211.600409509
"457",0.61,2001,211435.59969,220454.686729509,211435.59969,220454.686729509
"458",0.62,2001,221834.07181,229087.656584754,221834.07181,229087.656584754
"459",0.63,2001,232868.00611,240962.784519509,232868.00611,240962.784519509
"460",0.64,2001,245505.0382,254570.991144263,245505.0382,254570.991144263
"461",0.65,2001,256495.64553,265763.790984263,256495.64553,265763.790984263
"462",0.66,2001,269349.31245,280245.901399509,269349.31245,280245.901399509
"463",0.67,2001,284253.78915,293518.395669509,284253.78915,293518.395669509
"464",0.68,2001,294767.79985,304942.272679509,294767.79985,304942.272679509
"465",0.69,2001,313109.54927,322366.791339018,313109.54927,322366.791339018
"466",0.7,2001,330729.18258,339253.691724754,330729.18258,339253.691724754
"467",0.71,2001,346615.7372,355703.496914754,346615.7372,355703.496914754
"468",0.72,2001,362646.71505,369033.760474754,362646.71505,369033.760474754
"469",0.73,2001,376366.92131,383941.776119509,376366.92131,383941.776119509
"470",0.74,2001,391242.51337,399066.426584263,391242.51337,399066.426584263
"471",0.75,2001,416357.71199,423567.969794754,416357.71199,423567.969794754
"472",0.76,2001,434858.32697,441162.257399509,434858.32697,441162.257399509
"473",0.77,2001,453604.46142,461785.893759509,453604.46142,461785.893759509
"474",0.78,2001,481073.75859,489554.940764754,481073.75859,489554.940764754
"475",0.79,2001,513568.98396,522866.014054263,513568.98396,522866.014054263
"476",0.8,2001,548562.73109,558535.011409509,548562.73109,558535.011409509
"477",0.81,2001,575093.27731,582812.555339509,575093.27731,582812.555339509
"478",0.82,2001,604988.88464,612668.374634263,604988.88464,612668.374634263
"479",0.83,2001,638061.8029,646856.890659018,638061.8029,646856.890659018
"480",0.84,2001,674889.72498,685829.354318527,674889.72498,685829.354318527
"481",0.85,2001,715617.0741,727051.567914263,715617.0741,727051.567914263
"482",0.86,2001,772880.88235,784820.857454263,772880.88235,784820.857454263
"483",0.87,2001,823284.58747,834542.234479509,823284.58747,834542.234479509
"484",0.88,2001,876244.58365,883147.727169018,876244.58365,883147.727169018
"485",0.89,2001,950839.17876,959063.938069509,950839.17876,959063.938069509
"486",0.9,2001,1076617.3644,1084538.83492951,1076617.3644,1084538.83492951
"487",0.91,2001,1185700.2254,1192841.81052951,1185700.2254,1192841.81052951
"488",0.92,2001,1298075.9358,1304062.13512951,1298075.9358,1304062.13512951
"489",0.93,2001,1446831.8564,1454483.90599426,1446831.8564,1454483.90599426
"490",0.94,2001,1626407.6929,1633549.27802951,1626407.6929,1633549.27802951
"491",0.95,2001,1901765.0115,1912878.23522951,1901765.0115,1912878.23522951
"492",0.96,2001,2232205.3476,2246344.09465902,2232205.3476,2246344.09465902
"493",0.97,2001,2972374.3697,2988823.88835902,2972374.3697,2988823.88835902
"494",0.98,2001,4650052.3071,4657193.89222951,4650052.3071,4657193.89222951
"495",0.99,2001,8470422.0779,8484705.24815902,8470422.0779,8484705.24815902
"496",0.01,2004,-34949.50878,-23671.3875125888,-34949.50878,-23671.3875125888
"497",0.02,2004,-18572.85766,-8636.86260258879,-18572.85766,-8636.86260258879
"498",0.03,2004,-11794.44245,-1615.58607517757,-11794.44245,-1615.58607517757
"499",0.04,2004,-7429.143062,2611.82174964485,-7429.143062,2611.82174964485
"500",0.05,2004,-3687.45787,4743.72901201121,-3687.45787,4743.72901201121
"501",0.06,2004,-1586.149157,5260.24425045171,-1586.149157,5260.24425045171
"502",0.07,2004,-230.4661169,6451.88964311121,-230.4661169,6451.88964311121
"503",0.08,2004,0,7806.41105382242,0,7806.41105382242
"504",0.09,2004,1.3556830405,8659.32973923364,1.3556830405,8659.32973923364
"505",0.1,2004,271.1366081,9907.71976662243,271.1366081,9907.71976662243
"506",0.11,2004,1220.1147365,10681.6207295112,1220.1147365,10681.6207295112
"507",0.12,2004,2033.5245608,11901.7354659112,2033.5245608,11901.7354659112
"508",0.13,2004,2575.797777,13215.5863854224,2575.797777,13215.5863854224
"509",0.14,2004,3145.184654,14990.3695387336,3145.184654,14990.3695387336
"510",0.15,2004,3795.9125134,15940.5092969224,3795.9125134,15940.5092969224
"511",0.16,2004,4473.7540337,17431.7606414224,4473.7540337,17431.7606414224
"512",0.17,2004,5395.6185013,18787.4436819224,5395.6185013,18787.4436819224
"513",0.18,2004,6371.7102904,20266.2998264112,6371.7102904,20266.2998264112
"514",0.19,2004,7388.4725708,21539.4802538224,7388.4725708,21539.4802538224
"515",0.2,2004,8771.2692721,23357.2571584112,8771.2692721,23357.2571584112
"516",0.21,2004,10425.202582,24699.3833684112,10425.202582,24699.3833684112
"517",0.22,2004,12065.579061,26311.4845568224,12065.579061,26311.4845568224
"518",0.23,2004,13895.751165,27950.8934593449,13895.751165,27950.8934593449
"519",0.24,2004,15861.491574,29768.4763098224,15861.491574,29768.4763098224
"520",0.25,2004,17962.800287,31612.2052448224,17962.800287,31612.2052448224
"521",0.26,2004,19657.404087,33592.6641144112,19657.404087,33592.6641144112
"522",0.27,2004,22056.963069,36615.8372944112,22056.963069,36615.8372944112
"523",0.28,2004,24808.999641,39353.1554068224,24808.999641,39353.1554068224
"524",0.29,2004,28130.423091,42023.8509968224,28130.423091,42023.8509968224
"525",0.3,2004,31722.983148,44682.1513854112,31722.983148,44682.1513854112
"526",0.31,2004,35790.03227,47906.3537622336,35790.03227,47906.3537622336
"527",0.32,2004,38799.64862,51080.9753364112,38799.64862,51080.9753364112
"528",0.33,2004,43198.840086,55255.3174718224,43198.840086,55255.3174718224
"529",0.34,2004,46906.633202,59322.3665938224,46906.633202,59322.3665938224
"530",0.35,2004,51109.250627,63672.9475232336,51109.250627,63672.9475232336
"531",0.36,2004,54078.196486,67902.6786102336,54078.196486,67902.6786102336
"532",0.37,2004,57738.540696,72201.3554778224,57738.540696,72201.3554778224
"533",0.38,2004,61073.520975,76079.7706044112,61073.520975,76079.7706044112
"534",0.39,2004,64706.751524,79843.9229370561,64706.751524,79843.9229370561
"535",0.4,2004,71174.71531,84159.6415254112,71174.71531,84159.6415254112
"536",0.41,2004,76189.386877,88977.7417412897,76189.386877,88977.7417412897
"537",0.42,2004,80568.243098,92836.0129844112,80568.243098,92836.0129844112
"538",0.43,2004,85882.520617,98287.2144904112,85882.520617,98287.2144904112
"539",0.44,2004,91156.127644,103378.580521056,91156.127644,103378.580521056
"540",0.45,2004,96117.927573,109279.286636822,96117.927573,109279.286636822
"541",0.46,2004,102625.20617,115269.082415645,102625.20617,115269.082415645
"542",0.47,2004,108996.91646,120843.262974822,108996.91646,120843.262974822
"543",0.48,2004,114284.08032,126102.345589645,114284.08032,126102.345589645
"544",0.49,2004,119706.81248,131744.116247411,119706.81248,131744.116247411
"545",0.5,2004,126214.09107,138048.042387411,126214.09107,138048.042387411
"546",0.51,2004,133670.34779,146600.079112234,133670.34779,146600.079112234
"547",0.52,2004,140909.69523,152429.516182234,140909.69523,152429.516182234
"548",0.53,2004,148719.78523,163164.202607056,148719.78523,163164.202607056
"549",0.54,2004,158750.48404,172629.193492234,158750.48404,172629.193492234
"550",0.55,2004,168646.97024,181904.388747411,168646.97024,181904.388747411
"551",0.56,2004,177526.69416,190255.396277411,177526.69416,190255.396277411
"552",0.57,2004,184996.50771,198793.876172234,184996.50771,198793.876172234
"553",0.58,2004,195719.96056,207227.386314822,195719.96056,207227.386314822
"554",0.59,2004,203352.45608,214355.955849645,203352.45608,214355.955849645
"555",0.6,2004,209859.73467,222124.019669645,209859.73467,222124.019669645
"556",0.61,2004,216773.71818,230245.722712234,216773.71818,230245.722712234
"557",0.62,2004,226534.63607,240129.813704822,226534.63607,240129.813704822
"558",0.63,2004,236309.11079,249767.558492234,236309.11079,249767.558492234
"559",0.64,2004,250394.65758,261754.119837411,250394.65758,261754.119837411
"560",0.65,2004,263273.64647,276231.653074822,263273.64647,276231.653074822
"561",0.66,2004,277779.455,291075.220742234,277779.455,291075.220742234
"562",0.67,2004,294942.40229,306898.365077411,294942.40229,306898.365077411
"563",0.68,2004,309095.73324,321539.741917411,309095.73324,321539.741917411
"564",0.69,2004,321703.58551,336452.255367411,321703.58551,336452.255367411
"565",0.7,2004,340696.70491,352720.451847411,340696.70491,352720.451847411
"566",0.71,2004,353899.70204,369367.077954822,353899.70204,369367.077954822
"567",0.72,2004,378655.83005,392360.623957411,378655.83005,392360.623957411
"568",0.73,2004,400400.98602,412613.366954822,400400.98602,412613.366954822
"569",0.74,2004,423650.95016,436524.130897056,423650.95016,436524.130897056
"570",0.75,2004,446277.30011,459126.852074822,446277.30011,459126.852074822
"571",0.76,2004,469744.17354,483815.001867411,469744.17354,483815.001867411
"572",0.77,2004,491841.8071,505856.084852234,491841.8071,505856.084852234
"573",0.78,2004,516921.94335,533975.274367411,516921.94335,533975.274367411
"574",0.79,2004,553525.38544,567974.643394822,553525.38544,567974.643394822
"575",0.8,2004,591484.51058,606368.748727411,591484.51058,606368.748727411
"576",0.81,2004,631477.16027,644812.434869645,631477.16027,644812.434869645
"577",0.82,2004,671496.92363,686190.204524822,671496.92363,686190.204524822
"578",0.83,2004,713495.98422,725126.583077411,713495.98422,725126.583077411
"579",0.84,2004,754032.26282,764550.039954822,754032.26282,764550.039954822
"580",0.85,2004,802157.65507,810799.943094467,802157.65507,810799.943094467
"581",0.86,2004,844251.61348,860039.512757056,844251.61348,860039.512757056
"582",0.87,2004,903698.31481,914865.658172234,903698.31481,914865.658172234
"583",0.88,2004,977989.74543,988993.245199645,977989.74543,988993.245199645
"584",0.89,2004,1054450.2689,1068300.70306964,1054450.2689,1068300.70306964
"585",0.9,2004,1131724.2022,1150726.23196964,1131724.2022,1150726.23196964
"586",0.91,2004,1256650.3944,1270461.31970223,1256650.3944,1270461.31970223
"587",0.92,2004,1366528.5048,1375922.22666741,1366528.5048,1375922.22666741
"588",0.93,2004,1506543.4493,1520692.13366964,1506543.4493,1520692.13366964
"589",0.94,2004,1672750.19,1682074.96613482,1672750.19,1682074.96613482
"590",0.95,2004,1937948.9064,1948466.68353482,1937948.9064,1948466.68353482
"591",0.96,2004,2417182.8612,2423797.43286741,2417182.8612,2423797.43286741
"592",0.97,2004,2978706.7766,2999742.33086964,2978706.7766,2999742.33086964
"593",0.98,2004,4485412.9079,4506448.46216964,4485412.9079,4506448.46216964
"594",0.99,2004,8616721.4055,8627239.18263482,8616721.4055,8627239.18263482
"595",0.01,2007,-38587.67875,-23267.8538649343,-38587.67875,-23267.8538649343
"596",0.02,2007,-23206.92132,-5924.38341493426,-23206.92132,-5924.38341493426
"597",0.03,2007,-13257.57101,803.154951065737,-13257.57101,803.154951065737
"598",0.04,2007,-8764.31603,5853.47072519721,-8764.31603,5853.47072519721
"599",0.05,2007,-5678.289259,8024.45759506574,-5678.289259,8024.45759506574
"600",0.06,2007,-2431.789096,8147.89866591574,-2431.789096,8147.89866591574
"601",0.07,2007,-950.4962455,9567.47098066574,-950.4962455,9567.47098066574
"602",0.08,2007,0,11382.0547220657,0,11382.0547220657
"603",0.09,2007,0,13678.0586397657,0,13678.0586397657
"604",0.1,2007,37.032321254,15282.7925607657,37.032321254,15282.7925607657
"605",0.11,2007,382.66731962,16246.4209034815,382.66731962,16246.4209034815
"606",0.12,2007,1172.690173,17740.0578607315,1172.690173,17740.0578607315
"607",0.13,2007,1975.0571335,19393.3802200657,1975.0571335,19393.3802200657
"608",0.14,2007,2740.3917728,21356.8812365315,2740.3917728,21356.8812365315
"609",0.15,2007,3703.2321254,22899.8946220315,3703.2321254,22899.8946220315
"610",0.16,2007,4641.3842638,24073.3727851972,4641.3842638,24073.3727851972
"611",0.17,2007,5715.3215802,25121.8338972315,5715.3215802,25121.8338972315
"612",0.18,2007,6789.2588965,26171.0829991315,6789.2588965,26171.0829991315
"613",0.19,2007,7838.5079987,28454.7428101315,7838.5079987,28454.7428101315
"614",0.2,2007,9048.230493,30121.9852565972,9048.230493,30121.9852565972
"615",0.21,2007,10122.167809,31850.1602484972,10122.167809,31850.1602484972
"616",0.22,2007,12097.224943,33208.0120277972,12097.224943,33208.0120277972
"617",0.23,2007,13887.12047,35440.7194300657,13887.12047,35440.7194300657
"618",0.24,2007,15528.886712,37921.8849540657,15528.886712,37921.8849540657
"619",0.25,2007,17466.911525,40123.5223860372,17466.911525,40123.5223860372
"620",0.26,2007,20046.829905,42675.9421611972,20046.829905,42675.9421611972
"621",0.27,2007,22997.071499,45637.7398721315,22997.071499,45637.7398721315
"622",0.28,2007,25552.301665,48146.7455703944,25552.301665,48146.7455703944
"623",0.29,2007,29255.53379,51304.4730141972,29255.53379,51304.4730141972
"624",0.3,2007,32773.60431,54814.1393765259,32773.60431,54814.1393765259
"625",0.31,2007,36513.868756,58142.3203481315,36513.868756,58142.3203481315
"626",0.32,2007,40463.983023,62216.6636761972,40463.983023,62216.6636761972
"627",0.33,2007,44810.343128,66536.3131661315,44810.343128,66536.3131661315
"628",0.34,2007,49376.428338,71107.5727374602,49376.428338,71107.5727374602
"629",0.35,2007,53931.403852,75053.7470541315,53931.403852,75053.7470541315
"630",0.36,2007,59659.06954,79126.5144020657,59659.06954,79126.5144020657
"631",0.37,2007,64460.927196,85055.6257533944,64460.927196,85055.6257533944
"632",0.38,2007,69509.666993,89866.6755561315,69509.666993,89866.6755561315
"633",0.39,2007,74434.96572,94188.6890152629,74434.96572,94188.6890152629
"634",0.4,2007,80131.771139,99741.9612231315,80131.771139,99741.9612231315
"635",0.41,2007,86161.86745,106236.537530263,86161.86745,106236.537530263
"636",0.42,2007,91593.274567,113568.149148197,91593.274567,113568.149148197
"637",0.43,2007,96938.272935,119492.532560131,96938.272935,119492.532560131
"638",0.44,2007,105418.6745,125047.380750131,105418.6745,125047.380750131
"639",0.45,2007,112035.1159,131527.248975066,112035.1159,131527.248975066
"640",0.46,2007,118997.1923,139983.750320131,118997.1923,139983.750320131
"641",0.47,2007,125416.12798,145008.589895197,125416.12798,145008.589895197
"642",0.48,2007,132205.38688,153809.938245197,132205.38688,153809.938245197
"643",0.49,2007,140043.89487,159674.177100263,140043.89487,159674.177100263
"644",0.5,2007,149363.69572,168991.613975066,149363.69572,168991.613975066
"645",0.51,2007,158498.33497,175509.302515066,158498.33497,175509.302515066
"646",0.52,2007,165411.03493,184237.374220131,165411.03493,184237.374220131
"647",0.53,2007,174101.28632,193927.498280131,174101.28632,193927.498280131
"648",0.54,2007,181408.99771,202099.297170131,181408.99771,202099.297170131
"649",0.55,2007,192074.30624,212321.793810263,192074.30624,212321.793810263
"650",0.56,2007,201480.51583,223923.678490131,201480.51583,223923.678490131
"651",0.57,2007,211492.82109,233305.199880131,211492.82109,233305.199880131
"652",0.58,2007,222193.92752,242812.526305329,222193.92752,242812.526305329
"653",0.59,2007,233846.76461,252129.175195066,233846.76461,252129.175195066
"654",0.6,2007,244289.8792,264906.902005197,244289.8792,264906.902005197
"655",0.61,2007,257004.3095,275583.766640131,257004.3095,275583.766640131
"656",0.62,2007,266632.71303,283915.250935066,266632.71303,283915.250935066
"657",0.63,2007,278359.61476,295642.152665066,278359.61476,295642.152665066
"658",0.64,2007,290827.16291,308481.600015197,290827.16291,308481.600015197
"659",0.65,2007,300936.98661,319836.602555066,300936.98661,319836.602555066
"660",0.66,2007,311565.26281,329465.794070131,311565.26281,329465.794070131
"661",0.67,2007,324279.69311,343450.879405066,324279.69311,343450.879405066
"662",0.68,2007,341586.13124,360202.620710131,341586.13124,360202.620710131
"663",0.69,2007,354893.07868,373411.603275197,354893.07868,373411.603275197
"664",0.7,2007,370693.53575,390076.147845197,370693.53575,390076.147845197
"665",0.71,2007,386086.63728,406739.116425066,386086.63728,406739.116425066
"666",0.72,2007,402664.7731,421922.368145066,402664.7731,421922.368145066
"667",0.73,2007,416983.93732,442043.262685066,416983.93732,442043.262685066
"668",0.74,2007,438833.00686,459818.776885066,438833.00686,459818.776885066
"669",0.75,2007,460126.59158,479238.421300263,460126.59158,479238.421300263
"670",0.76,2007,479901.85113,503887.239185066,479901.85113,503887.239185066
"671",0.77,2007,506849.03689,526725.413265197,506849.03689,526725.413265197
"672",0.78,2007,541906.30101,557650.999900394,541906.30101,557650.999900394
"673",0.79,2007,572519.68658,595975.066020132,572519.68658,595975.066020132
"674",0.8,2007,613378.68103,635885.928195329,613378.68103,635885.928195329
"675",0.81,2007,649793.79693,671396.772315066,649793.79693,671396.772315066
"676",0.82,2007,693738.81815,711640.137395197,693738.81815,711640.137395197
"677",0.83,2007,721513.05909,743116.822470132,721513.05909,743116.822470132
"678",0.84,2007,765828.40353,785210.227630132,765828.40353,785210.227630132
"679",0.85,2007,809403.10153,829772.454200131,809403.10153,829772.454200131
"680",0.86,2007,851311.34509,869520.479020132,851311.34509,869520.479020132
"681",0.87,2007,905958.70715,923340.785900132,905958.70715,923340.785900132
"682",0.88,2007,963580.99902,980740.883850132,963580.99902,980740.883850132
"683",0.89,2007,1027832.0764,1044313.03529013,1027832.0764,1044313.03529013
"684",0.9,2007,1123684.0679,1143808.11438026,1123684.0679,1143808.11438026
"685",0.91,2007,1235398.237,1257359.97949013,1235398.237,1257359.97949013
"686",0.92,2007,1359803.3826,1375506.2163852,1359803.3826,1375506.2163852
"687",0.93,2007,1485119.5233,1506969.38089507,1485119.5233,1506969.38089507
"688",0.94,2007,1846554.9788,1876676.9640852,1846554.9788,1876676.9640852
"689",0.95,2007,2345590.1959,2367848.19689013,2345590.1959,2367848.19689013
"690",0.96,2007,2944933.6272,2956167.55259507,2944933.6272,2956167.55259507
"691",0.97,2007,3930363.6957,3947647.02159013,3930363.6957,3947647.02159013
"692",0.98,2007,5725814.0712,5743466.93229507,5725814.0712,5743466.93229507
"693",0.99,2007,10337621.854,10361695.2267852,10337621.854,10361695.2267852
"694",0.01,2010,-94140.89093,-81124.338144443,-94140.89093,-81124.338144443
"695",0.02,2010,-60656.24182,-47699.3400488859,-60656.24182,-47699.3400488859
"696",0.03,2010,-40413.92957,-24639.096634443,-40413.92957,-24639.096634443
"697",0.04,2010,-28737.4852,-12535.2469133289,-28737.4852,-12535.2469133289
"698",0.05,2010,-18145.0296,-4797.38894444296,-18145.0296,-4797.38894444296
"699",0.06,2010,-12666.17326,396.770891114083,-12666.17326,396.770891114083
"700",0.07,2010,-8459.825491,4053.61511055704,-8459.825491,4053.61511055704
"701",0.08,2010,-5302.11904,6054.28136150704,-5302.11904,6054.28136150704
"702",0.09,2010,-3075.229043,6148.54125555704,-3075.229043,6148.54125555704
"703",0.1,2010,-1178.248676,6855.49046091704,-1178.248676,6855.49046091704
"704",0.11,2010,-70.69492054,8151.56400405704,-70.69492054,8151.56400405704
"705",0.12,2010,0,9624.37484855704,0,9624.37484855704
"706",0.13,2010,0,11191.445587157,0,11191.445587157
"707",0.14,2010,141.38984107,12297.0825111141,141.38984107,12297.0825111141
"708",0.15,2010,824.77407292,12886.2068489141,824.77407292,12886.2068489141
"709",0.16,2010,1567.0707385,14123.3679583141,1567.0707385,14123.3679583141
"710",0.17,2010,2356.4973512,15609.878120657,2356.4973512,15609.878120657
"711",0.18,2010,3418.0994079,17086.8041277852,3418.0994079,17086.8041277852
"712",0.19,2010,4123.8703646,18408.3594752282,4123.8703646,18408.3594752282
"713",0.2,2010,5066.4693051,19130.9248296141,5066.4693051,19130.9248296141
"714",0.21,2010,5967.8295419,20250.2610714141,5967.8295419,20250.2610714141
"715",0.22,2010,6774.9298847,21744.7200583711,6774.9298847,21744.7200583711
"716",0.23,2010,7611.4864444,23453.1806379711,7611.4864444,23453.1806379711
"717",0.24,2010,8660.1277657,24594.1650222282,8660.1277657,24594.1650222282
"718",0.25,2010,9803.028981,25764.4648731141,9803.028981,25764.4648731141
"719",0.26,2010,11081.428794,27357.017416557,11081.428794,27357.017416557
"720",0.27,2010,12348.04612,29360.040164557,12348.04612,29360.040164557
"721",0.28,2010,13903.334372,31192.3576056282,13903.334372,31192.3576056282
"722",0.29,2010,15552.882518,33100.3818776852,15552.882518,33100.3818776852
"723",0.3,2010,17320.255531,34893.2366952282,17320.255531,34893.2366952282
"724",0.31,2010,19087.628545,36814.5206196711,19087.628545,36814.5206196711
"725",0.32,2010,21326.301028,39434.066341557,21326.301028,39434.066341557
"726",0.33,2010,23918.448115,41635.4745331141,23918.448115,41635.4745331141
"727",0.34,2010,27688.843877,44447.6552062282,27688.843877,44447.6552062282
"728",0.35,2010,30199.691804,47666.1909216711,30199.691804,47666.1909216711
"729",0.36,2010,33591.869741,50603.863785557,33591.869741,50603.863785557
"730",0.37,2010,36237.038018,53535.7861571141,36237.038018,53535.7861571141
"731",0.38,2010,40178.279838,56316.4530311141,40178.279838,56316.4530311141
"732",0.39,2010,43583.41851,59869.0135387852,43583.41851,59869.0135387852
"733",0.4,2010,46776.472421,62928.344932557,46776.472421,62928.344932557
"734",0.41,2010,50429.043316,67117.1597242282,50429.043316,67117.1597242282
"735",0.42,2010,54741.433468,71070.043281557,54741.433468,71070.043281557
"736",0.43,2010,58924.216267,74862.0871851141,58924.216267,74862.0871851141
"737",0.44,2010,63000.956684,78846.484540557,63000.956684,78846.484540557
"738",0.45,2010,67397.002493,82746.7691568993,67397.002493,82746.7691568993
"739",0.46,2010,71731.779371,87233.6982791141,71731.779371,87233.6982791141
"740",0.47,2010,75763.746338,91872.1643992282,75763.746338,91872.1643992282
"741",0.48,2010,79767.435338,96378.0862501141,79767.435338,96378.0862501141
"742",0.49,2010,85293.421627,101040.855926671,85293.421627,101040.855926671
"743",0.5,2010,90725.148021,106841.673075557,90725.148021,106841.673075557
"744",0.51,2010,96557.478965,112073.097195557,96557.478965,112073.097195557
"745",0.52,2010,103450.23372,118050.933139785,103450.23372,118050.933139785
"746",0.53,2010,109223.65223,124892.442785557,109223.65223,124892.442785557
"747",0.54,2010,116045.71206,131123.461441114,116045.71206,131123.461441114
"748",0.55,2010,122738.16454,138112.392925557,122738.16454,138112.392925557
"749",0.56,2010,130007.95887,146794.168831114,130007.95887,146794.168831114
"750",0.57,2010,137855.09505,153023.270662228,137855.09505,153023.270662228
"751",0.58,2010,145513.71144,161699.014581114,145513.71144,161699.014581114
"752",0.59,2010,153796.79963,169100.333095557,153796.79963,169100.333095557
"753",0.6,2010,163187.44157,177980.494446671,163187.44157,177980.494446671
"754",0.61,2010,170492.58336,186420.588625557,170492.58336,186420.588625557
"755",0.62,2010,180861.1717,194792.186212228,180861.1717,194792.186212228
"756",0.63,2010,188873.2627,203409.017691114,188873.2627,203409.017691114
"757",0.64,2010,198711.63914,213153.134241114,198711.63914,213153.134241114
"758",0.65,2010,210435.21346,225903.701745557,210435.21346,225903.701745557
"759",0.66,2010,222983.56186,238092.825042228,222983.56186,238092.825042228
"760",0.67,2010,235767.55999,250163.841975557,235767.55999,250163.841975557
"761",0.68,2010,249553.06949,262932.223956671,249553.06949,262932.223956671
"762",0.69,2010,261818.63821,276482.083726671,261818.63821,276482.083726671
"763",0.7,2010,277124.0885,291691.357292228,277124.0885,291691.357292228
"764",0.71,2010,292382.40885,306505.776811114,292382.40885,306505.776811114
"765",0.72,2010,306462.48052,320805.882072228,306462.48052,320805.882072228
"766",0.73,2010,320247.99003,336568.932517785,320247.99003,336568.932517785
"767",0.74,2010,336507.82175,351654.349226671,336507.82175,351654.349226671
"768",0.75,2010,353828.07728,368878.428032228,353828.07728,368878.428032228
"769",0.76,2010,380338.67248,392849.756585557,380338.67248,392849.756585557
"770",0.77,2010,402902.13462,417850.276651114,402902.13462,417850.276651114
"771",0.78,2010,425701.24649,440221.385342228,425701.24649,440221.385342228
"772",0.79,2010,458880.7292,474449.509362228,458880.7292,474449.509362228
"773",0.8,2010,489797.97445,501358.792287785,489797.97445,501358.792287785
"774",0.81,2010,512420.34902,525917.328346671,512420.34902,525917.328346671
"775",0.82,2010,545823.69897,560108.188082228,545823.69897,560108.188082228
"776",0.83,2010,586296.54098,602224.546245557,586296.54098,602224.546245557
"777",0.84,2010,633308.66313,647145.417752228,633308.66313,647145.417752228
"778",0.85,2010,682205.98317,696388.263561114,682205.98317,696388.263561114
"779",0.86,2010,737465.84606,751449.741005557,737465.84606,751449.741005557
"780",0.87,2010,802505.17295,817577.171847785,802505.17295,817577.171847785
"781",0.88,2010,895586.81832,910595.789615557,895586.81832,910595.789615557
"782",0.89,2010,999154.87691,1011923.25889111,999154.87691,1011923.25889111
"783",0.9,2010,1121928.3889,1136935.44341111,1121928.3889,1136935.44341111
"784",0.91,2010,1254481.3649,1274716.00982223,1254481.3649,1274716.00982223
"785",0.92,2010,1412955.8118,1431165.78576667,1412955.8118,1431165.78576667
"786",0.93,2010,1646095.8772,1665093.36102223,1646095.8772,1665093.36102223
"787",0.94,2010,1938454.7211,1950298.31857779,1938454.7211,1950298.31857779
"788",0.95,2010,2196019.8816,2205349.69425556,2196019.8816,2205349.69425556
"789",0.96,2010,2588847.99,2607293.61376667,2588847.99,2607293.61376667
"790",0.97,2010,3355063.1038,3373722.72911111,3355063.1038,3373722.72911111
"791",0.98,2010,5037013.0882,5049310.17071111,5037013.0882,5049310.17071111
"792",0.99,2010,8031178.6226,8047128.27601111,8031178.6226,8047128.27601111
"793",0.01,2013,-86645.62881,-73005.0408594352,-86645.62881,-73005.0408594352
"794",0.02,2013,-57873.56956,-38961.7646494353,-57873.56956,-38961.7646494353
"795",0.03,2013,-41126.47401,-22136.4831188705,-41126.47401,-22136.4831188705
"796",0.04,2013,-27454.25501,-13539.1245094352,-27454.25501,-13539.1245094352
"797",0.05,2013,-20371.05722,-4687.87268943525,-20371.05722,-4687.87268943525
"798",0.06,2013,-14341.00465,-120.141691717624,-14341.00465,-120.141691717624
"799",0.07,2013,-9938.440314,3361.05784428238,-9938.440314,3361.05784428238
"800",0.08,2013,-6698.838222,5667.21526428238,-6698.838222,5667.21526428238
"801",0.09,2013,-4162.06506,7094.83652528238,-4162.06506,7094.83652528238
"802",0.1,2013,-2251.248911,7281.52545935238,-2251.248911,7281.52545935238
"803",0.11,2013,-735.7740343,8193.00672568238,-735.7740343,8193.00672568238
"804",0.12,2013,0,9532.77437018238,0,9532.77437018238
"805",0.13,2013,1.0981702004,11181.3437358471,1.0981702004,11181.3437358471
"806",0.14,2013,219.63404008,12597.3262595648,219.63404008,12597.3262595648
"807",0.15,2013,593.01190822,14189.6730505648,593.01190822,14189.6730505648
"808",0.16,2013,1317.8042405,15232.2777102824,1317.8042405,15232.2777102824
"809",0.17,2013,2141.4318908,16562.3777138471,2141.4318908,16562.3777138471
"810",0.18,2013,3129.7850712,18186.3555492824,3129.7850712,18186.3555492824
"811",0.19,2013,3953.4127215,19723.7938302824,3953.4127215,19723.7938302824
